task_id,lane,model_path,valid,failure_reason,params,tensor_memory_bytes,official_static_cost,official_static_score,initializer_params,constant_params,node_count,op_count,file_size_bytes
task217,overrides,outputs\current_6349_78_stack\overrides\task217.onnx,True,,23,17901,17924,15.206104124093967,23,0,18,18,1350
task218,base_submission,outputs\current_6349_78_stack\base_submission\task218.onnx,True,,44,23158,23202,14.948006239164648,44,0,137,137,9594
task218,overrides,outputs\current_6349_78_stack\overrides\task218.onnx,True,,46,16438,16484,15.289854507541293,46,0,133,133,5807
task219,base_submission,outputs\current_6349_78_stack\base_submission\task219.onnx,True,,3448,15839317,15842765,8.421776512802126,3448,0,532,532,87016
task219,overrides,outputs\current_6349_78_stack\overrides\task219.onnx,True,,197,51637,51834,14.144198416413062,197,0,228,228,16584
task220,base_submission,outputs\current_6349_78_stack\base_submission\task220.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task220,overrides,outputs\current_6349_78_stack\overrides\task220.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task221,base_submission,outputs\current_6349_78_stack\base_submission\task221.onnx,True,,5028,50841,55869,14.069235056400384,5028,0,28,28,13333
task221,overrides,outputs\current_6349_78_stack\overrides\task221.onnx,True,,5028,50837,55865,14.069306655018561,5028,0,28,28,12415
task222,base_submission,outputs\current_6349_78_stack\base_submission\task222.onnx,True,,87,57948,58035,14.031198444197276,87,0,21,21,2578
task222,overrides,outputs\current_6349_78_stack\overrides\task222.onnx,True,,87,57948,58035,14.031198444197276,87,0,21,21,2578
task223,base_submission,outputs\current_6349_78_stack\base_submission\task223.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task223,overrides,outputs\current_6349_78_stack\overrides\task223.onnx,True,,90,0,90,20.500190329669735,90,0,1,1,587
task224,base_submission,outputs\current_6349_78_stack\base_submission\task224.onnx,True,,182,69806,69988,13.84392092223549,182,0,54,54,6314
task224,overrides,outputs\current_6349_78_stack\overrides\task224.onnx,True,,182,45276,45458,14.275455898281896,182,0,55,55,4703
task225,base_submission,outputs\current_6349_78_stack\base_submission\task225.onnx,True,,608,18384,18992,15.148226883150551,608,0,31,31,5386
task225,overrides,outputs\current_6349_78_stack\overrides\task225.onnx,True,,650,10428,11078,15.68728356140695,650,0,40,40,5688
task226,base_submission,outputs\current_6349_78_stack\base_submission\task226.onnx,True,,151,9036,9187,15.874455279728533,151,0,37,37,4694
task226,overrides,outputs\current_6349_78_stack\overrides\task226.onnx,True,,151,4608,4759,16.53220715887889,151,0,39,39,4625
task227,base_submission,outputs\current_6349_78_stack\base_submission\task227.onnx,True,,47,3456,3503,16.838624976802514,47,0,12,12,1435
task227,overrides,outputs\current_6349_78_stack\overrides\task227.onnx,True,,35,1104,1139,17.96209403655282,35,0,12,12,1175
task228,base_submission,outputs\current_6349_78_stack\base_submission\task228.onnx,True,,78,41116,41194,14.373952106335578,78,0,59,59,4406
task228,overrides,outputs\current_6349_78_stack\overrides\task228.onnx,True,,78,25008,25086,14.86993479941538,78,0,61,61,2649
task229,base_submission,outputs\current_6349_78_stack\base_submission\task229.onnx,True,,45,1980,2025,17.38667502045936,45,0,13,13,1735
task229,overrides,outputs\current_6349_78_stack\overrides\task229.onnx,True,,45,1364,1409,17.74936448810132,45,0,14,14,1379
task230,base_submission,outputs\current_6349_78_stack\base_submission\task230.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task230,overrides,outputs\current_6349_78_stack\overrides\task230.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task231,base_submission,outputs\current_6349_78_stack\base_submission\task231.onnx,True,,102,42186,42288,14.34774136315593,102,0,42,42,3468
task231,overrides,outputs\current_6349_78_stack\overrides\task231.onnx,True,,101,33113,33214,14.5892732472333,101,0,49,49,4556
task232,base_submission,outputs\current_6349_78_stack\base_submission\task232.onnx,True,,69,41412,41481,14.367009229943273,69,0,27,27,2435
task232,overrides,outputs\current_6349_78_stack\overrides\task232.onnx,True,,69,29428,29497,14.707956157758622,69,0,29,29,1616
task233,base_submission,outputs\current_6349_78_stack\base_submission\task233.onnx,True,,142200,4754696,4896896,9.595887907033406,82764,59436,1372,1372,924370
task233,overrides,outputs\current_6349_78_stack\overrides\task233.onnx,True,,1053,123849,124902,13.264715291204286,1053,0,495,495,22950
task234,base_submission,outputs\current_6349_78_stack\base_submission\task234.onnx,True,,1445,138492,139937,13.151052399688943,1445,0,96,96,8285
task234,overrides,outputs\current_6349_78_stack\overrides\task234.onnx,True,,82,81621,81703,13.689154000119816,82,0,58,58,4106
task235,base_submission,outputs\current_6349_78_stack\base_submission\task235.onnx,True,,114,1824,1938,17.430588207549288,114,0,32,32,3931
task235,overrides,outputs\current_6349_78_stack\overrides\task235.onnx,True,,114,1116,1230,17.885230551633537,114,0,35,35,3142
task236,base_submission,outputs\current_6349_78_stack\base_submission\task236.onnx,True,,50,1088,1138,17.962972385313723,50,0,9,9,1511
task236,overrides,outputs\current_6349_78_stack\overrides\task236.onnx,True,,1,640,641,18.53697054307933,1,0,10,10,623
task237,base_submission,outputs\current_6349_78_stack\base_submission\task237.onnx,True,,41,21915,21956,15.00320427033022,41,0,23,23,2237
task237,overrides,outputs\current_6349_78_stack\overrides\task237.onnx,True,,41,14283,14324,15.430308268881676,41,0,25,25,1637
task238,base_submission,outputs\current_6349_78_stack\base_submission\task238.onnx,True,,1467,62905,64372,13.927565965061614,1467,0,102,102,11927
task238,overrides,outputs\current_6349_78_stack\overrides\task238.onnx,True,,1447,62905,64352,13.927876707427622,1447,0,102,102,12003
task239,base_submission,outputs\current_6349_78_stack\base_submission\task239.onnx,True,,386,95891,96277,13.525015267707683,386,0,33,33,4143
task239,overrides,outputs\current_6349_78_stack\overrides\task239.onnx,True,,386,94081,94467,13.543994153854108,386,0,34,34,3315
task240,base_submission,outputs\current_6349_78_stack\base_submission\task240.onnx,True,,74,66520,66594,13.893630237619966,74,0,28,28,3953
task240,overrides,outputs\current_6349_78_stack\overrides\task240.onnx,True,,13735,10872,24607,14.8892137657115,13735,0,11,11,48169
task241,base_submission,outputs\current_6349_78_stack\base_submission\task241.onnx,True,,0,0,0,25.0,0,0,1,1,170
task241,overrides,outputs\current_6349_78_stack\overrides\task241.onnx,True,,0,0,0,25.0,0,0,1,1,170
task242,base_submission,outputs\current_6349_78_stack\base_submission\task242.onnx,True,,36,24394,24430,14.896432835748215,36,0,16,16,2031
task242,overrides,outputs\current_6349_78_stack\overrides\task242.onnx,True,,45,20074,20119,15.090580078810763,45,0,14,14,1736
task243,base_submission,outputs\current_6349_78_stack\base_submission\task243.onnx,True,,22,1242900,1242922,10.967024382883988,22,0,437,437,23390
task243,overrides,outputs\current_6349_78_stack\overrides\task243.onnx,True,,97,68616,68713,13.862306311161179,97,0,129,129,8266
task244,base_submission,outputs\current_6349_78_stack\base_submission\task244.onnx,True,,85,32539,32624,14.607196507185764,85,0,66,66,6538
task244,overrides,outputs\current_6349_78_stack\overrides\task244.onnx,True,,85,31685,31770,14.633722272736438,85,0,66,66,4574
task245,base_submission,outputs\current_6349_78_stack\base_submission\task245.onnx,True,,997,88264,89261,13.600680058652966,997,0,47,47,6141
task245,overrides,outputs\current_6349_78_stack\overrides\task245.onnx,True,,96,28916,29012,14.724535183516696,96,0,37,37,2751
task246,base_submission,outputs\current_6349_78_stack\base_submission\task246.onnx,True,,431,12960,13391,15.497661881504435,431,0,31,31,3824
task246,overrides,outputs\current_6349_78_stack\overrides\task246.onnx,True,,431,12960,13391,15.497661881504435,431,0,31,31,3824
task247,base_submission,outputs\current_6349_78_stack\base_submission\task247.onnx,True,,33,22142,22175,14.99327919282222,33,0,25,25,2056
task247,overrides,outputs\current_6349_78_stack\overrides\task247.onnx,True,,26,6142,6168,16.272870084756832,26,0,23,23,2060
task248,base_submission,outputs\current_6349_78_stack\base_submission\task248.onnx,True,,48,7132,7180,16.12094533795773,48,0,23,23,2328
task248,overrides,outputs\current_6349_78_stack\overrides\task248.onnx,True,,1812,4698,6510,16.218905264797385,1812,0,10,10,8306
task249,base_submission,outputs\current_6349_78_stack\base_submission\task249.onnx,True,,323,13550,13873,15.462300215919274,323,0,17,17,2901
task249,overrides,outputs\current_6349_78_stack\overrides\task249.onnx,True,,34,758,792,18.325438608185575,34,0,9,9,946
task250,base_submission,outputs\current_6349_78_stack\base_submission\task250.onnx,True,,249,16392,16641,15.280375191276656,249,0,127,127,13543
task250,overrides,outputs\current_6349_78_stack\overrides\task250.onnx,True,,68,11872,11940,15.612350613053406,68,0,128,128,14610
task251,base_submission,outputs\current_6349_78_stack\base_submission\task251.onnx,True,,919,100560,101479,13.47239284049379,919,0,53,53,6906
task251,overrides,outputs\current_6349_78_stack\overrides\task251.onnx,True,,20,100560,100580,13.481291290274044,20,0,53,53,5106
task252,base_submission,outputs\current_6349_78_stack\base_submission\task252.onnx,True,,486,39600,40086,14.401217574846468,486,0,27,27,4879
task252,overrides,outputs\current_6349_78_stack\overrides\task252.onnx,True,,262,37800,38062,14.453028311923028,262,0,38,38,3201
task253,base_submission,outputs\current_6349_78_stack\base_submission\task253.onnx,True,,439,47830,48269,14.215455188361384,439,0,17,17,3510
task253,overrides,outputs\current_6349_78_stack\overrides\task253.onnx,True,,439,47830,48269,14.215455188361384,439,0,17,17,3510
task254,base_submission,outputs\current_6349_78_stack\base_submission\task254.onnx,True,,158,9116,9274,15.865029935048593,158,0,39,39,6052
task254,overrides,outputs\current_6349_78_stack\overrides\task254.onnx,True,,158,7798,7956,16.018318360026136,158,0,49,49,4960
task255,base_submission,outputs\current_6349_78_stack\base_submission\task255.onnx,True,,17900,43340368,43358268,7.414992030351591,17700,200,851,851,106804
task255,overrides,outputs\current_6349_78_stack\overrides\task255.onnx,True,,526,134967,135493,13.183324742549162,526,0,149,149,10289
task256,base_submission,outputs\current_6349_78_stack\base_submission\task256.onnx,True,,1241,25228,26469,14.816270484109786,1241,0,38,38,8793
task256,overrides,outputs\current_6349_78_stack\overrides\task256.onnx,True,,59,18022,18081,15.197383057848846,59,0,40,40,4194
task257,base_submission,outputs\current_6349_78_stack\base_submission\task257.onnx,True,,53,1536,1589,17.629139833463285,53,0,16,16,1669
task257,overrides,outputs\current_6349_78_stack\overrides\task257.onnx,True,,53,1024,1077,18.01806532284361,53,0,20,20,1369
task258,base_submission,outputs\current_6349_78_stack\base_submission\task258.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3836
task258,overrides,outputs\current_6349_78_stack\overrides\task258.onnx,True,,160,0,160,19.924826184766175,160,0,1,1,880
task259,base_submission,outputs\current_6349_78_stack\base_submission\task259.onnx,True,,50,6835,6885,16.162899588837245,50,0,30,30,3882
task259,overrides,outputs\current_6349_78_stack\overrides\task259.onnx,True,,50,6793,6843,16.169018489047502,50,0,30,30,3882
task260,base_submission,outputs\current_6349_78_stack\base_submission\task260.onnx,True,,142,14962,15104,15.377285111614718,142,0,26,26,3320
task260,overrides,outputs\current_6349_78_stack\overrides\task260.onnx,True,,141,12132,12273,15.584842993402491,141,0,27,27,3816
task261,base_submission,outputs\current_6349_78_stack\base_submission\task261.onnx,True,,200,0,200,19.701682633451963,200,0,1,1,995
task261,overrides,outputs\current_6349_78_stack\overrides\task261.onnx,True,,200,0,200,19.701682633451963,200,0,1,1,995
task262,base_submission,outputs\current_6349_78_stack\base_submission\task262.onnx,True,,29,7404,7433,16.086315175274706,29,0,8,8,1329
task262,overrides,outputs\current_6349_78_stack\overrides\task262.onnx,True,,26,3744,3770,16.765169719557946,26,0,8,8,903
task263,base_submission,outputs\current_6349_78_stack\base_submission\task263.onnx,True,,52,8206,8258,15.981062293553965,52,0,140,140,10867
task263,overrides,outputs\current_6349_78_stack\overrides\task263.onnx,True,,43,7190,7233,16.113590833150717,43,0,146,146,6815
task264,base_submission,outputs\current_6349_78_stack\base_submission\task264.onnx,True,,852,138584,139436,13.154639006390818,852,0,115,115,10074
task264,overrides,outputs\current_6349_78_stack\overrides\task264.onnx,True,,2172,77040,79212,13.720116918523228,2172,0,46,46,9312
task265,base_submission,outputs\current_6349_78_stack\base_submission\task265.onnx,True,,131,39681,39812,14.408076346634045,131,0,32,32,3110
task265,overrides,outputs\current_6349_78_stack\overrides\task265.onnx,True,,129,39033,39162,14.424537832136728,129,0,32,32,2076
task266,base_submission,outputs\current_6349_78_stack\base_submission\task266.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task266,overrides,outputs\current_6349_78_stack\overrides\task266.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task267,base_submission,outputs\current_6349_78_stack\base_submission\task267.onnx,True,,95,1358,1453,17.718614336429717,95,0,9,9,1624
task267,overrides,outputs\current_6349_78_stack\overrides\task267.onnx,True,,47,1160,1207,17.904106778902467,47,0,11,11,1202
task268,base_submission,outputs\current_6349_78_stack\base_submission\task268.onnx,True,,99,24776,24875,14.878381437973207,99,0,169,169,19789
task268,overrides,outputs\current_6349_78_stack\overrides\task268.onnx,True,,57,18808,18865,15.15493636760159,57,0,154,154,6821
task269,base_submission,outputs\current_6349_78_stack\base_submission\task269.onnx,True,,96,14564,14660,15.407122024559358,96,0,29,29,3349
task269,overrides,outputs\current_6349_78_stack\overrides\task269.onnx,True,,96,8506,8602,15.940249986656319,96,0,31,31,2336
task270,base_submission,outputs\current_6349_78_stack\base_submission\task270.onnx,True,,500,46815,47315,14.235417351057666,500,0,56,56,10862
task270,overrides,outputs\current_6349_78_stack\overrides\task270.onnx,True,,1185,24316,25501,14.853527053936123,1185,0,96,96,13846
task271,base_submission,outputs\current_6349_78_stack\base_submission\task271.onnx,True,,63,28928,28991,14.725259284025897,63,0,22,22,1993
task271,overrides,outputs\current_6349_78_stack\overrides\task271.onnx,True,,63,28928,28991,14.725259284025897,63,0,22,22,1993
task272,base_submission,outputs\current_6349_78_stack\base_submission\task272.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task272,overrides,outputs\current_6349_78_stack\overrides\task272.onnx,True,,460,0,460,18.86877351051686,460,0,1,1,2039
task273,base_submission,outputs\current_6349_78_stack\base_submission\task273.onnx,True,,37,6000,6037,16.294337521203573,37,0,22,22,2414
task273,overrides,outputs\current_6349_78_stack\overrides\task273.onnx,True,,37,5900,5937,16.311040765729324,37,0,21,21,1670
task274,base_submission,outputs\current_6349_78_stack\base_submission\task274.onnx,True,,389,8372,8761,15.921934667333636,389,0,16,16,3619
task274,overrides,outputs\current_6349_78_stack\overrides\task274.onnx,True,,113,8084,8197,15.988476487346968,113,0,16,16,2503
task275,base_submission,outputs\current_6349_78_stack\base_submission\task275.onnx,True,,2774,81110,83884,13.66280982894899,2774,0,253,253,24193
task275,overrides,outputs\current_6349_78_stack\overrides\task275.onnx,True,,97,51133,51230,14.155919423066752,97,0,121,121,6467
task276,base_submission,outputs\current_6349_78_stack\base_submission\task276.onnx,True,,10,0,10,22.697414907005953,10,0,1,1,217
task276,overrides,outputs\current_6349_78_stack\overrides\task276.onnx,True,,10,0,10,22.697414907005953,10,0,1,1,217
task277,base_submission,outputs\current_6349_78_stack\base_submission\task277.onnx,True,,933,119525,120458,13.30094357656187,933,0,56,56,7253
task277,overrides,outputs\current_6349_78_stack\overrides\task277.onnx,True,,246,12667,12913,15.534010165153349,246,0,60,60,6735
task278,base_submission,outputs\current_6349_78_stack\base_submission\task278.onnx,True,,363,39204,39567,14.414249283506006,363,0,14,14,3294
task278,overrides,outputs\current_6349_78_stack\overrides\task278.onnx,True,,362,30132,30494,14.674714778068148,362,0,16,16,2799
task279,base_submission,outputs\current_6349_78_stack\base_submission\task279.onnx,True,,286,50176,50462,14.171024143235675,286,0,41,41,4658
task279,overrides,outputs\current_6349_78_stack\overrides\task279.onnx,True,,1186,25144,26330,14.821535747509644,1186,0,52,52,10314
task280,base_submission,outputs\current_6349_78_stack\base_submission\task280.onnx,True,,46,139200,139246,13.156002567937232,46,0,138,138,16655
task280,overrides,outputs\current_6349_78_stack\overrides\task280.onnx,True,,881,65626,66507,13.894937515737936,881,0,144,144,15463
task281,base_submission,outputs\current_6349_78_stack\base_submission\task281.onnx,True,,987,88588,89575,13.597168457826845,987,0,64,64,7659
task281,overrides,outputs\current_6349_78_stack\overrides\task281.onnx,True,,987,69668,70655,13.834435842983153,987,0,66,66,5824
task282,base_submission,outputs\current_6349_78_stack\base_submission\task282.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task282,overrides,outputs\current_6349_78_stack\overrides\task282.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task283,base_submission,outputs\current_6349_78_stack\base_submission\task283.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task283,overrides,outputs\current_6349_78_stack\overrides\task283.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task284,base_submission,outputs\current_6349_78_stack\base_submission\task284.onnx,True,,2875,117157,120032,13.304486347118386,2875,0,145,145,30975
task284,overrides,outputs\current_6349_78_stack\overrides\task284.onnx,True,,236,62617,62853,13.951446054423878,236,0,125,125,9092
task285,base_submission,outputs\current_6349_78_stack\base_submission\task285.onnx,True,,1967,180966600,180968567,5.986166088834487,1967,0,467,467,32307
task285,overrides,outputs\current_6349_78_stack\overrides\task285.onnx,True,,2488,121246,123734,13.274110620857407,2488,0,1584,1584,65829
task286,base_submission,outputs\current_6349_78_stack\base_submission\task286.onnx,True,,1302,167129,168431,12.965718550640606,1302,0,168,168,13714
task286,overrides,outputs\current_6349_78_stack\overrides\task286.onnx,True,,1284,145879,147163,13.100703905014631,1284,0,149,149,11675
task287,base_submission,outputs\current_6349_78_stack\base_submission\task287.onnx,True,,38,22528,22566,14.975800372301608,38,0,22,22,1686
task287,overrides,outputs\current_6349_78_stack\overrides\task287.onnx,True,,38,22528,22566,14.975800372301608,38,0,22,22,1686
task288,base_submission,outputs\current_6349_78_stack\base_submission\task288.onnx,True,,41,48952,48993,14.200567290255147,41,0,52,52,7847
task288,overrides,outputs\current_6349_78_stack\overrides\task288.onnx,True,,41,31766,31807,14.632558329669694,41,0,54,54,5948
task289,base_submission,outputs\current_6349_78_stack\base_submission\task289.onnx,True,,80,31654,31734,14.634856059705966,80,0,26,26,2883
task289,overrides,outputs\current_6349_78_stack\overrides\task289.onnx,True,,80,24892,24972,14.874489523818365,80,0,24,24,2021
task290,base_submission,outputs\current_6349_78_stack\base_submission\task290.onnx,True,,4544,106308,110852,13.384048742718665,4544,0,87,87,42058
task290,overrides,outputs\current_6349_78_stack\overrides\task290.onnx,True,,94,11614,11708,15.631972352188223,94,0,32,32,3323
task291,base_submission,outputs\current_6349_78_stack\base_submission\task291.onnx,True,,931,3396,4327,16.627370259775116,931,0,22,22,6009
task291,overrides,outputs\current_6349_78_stack\overrides\task291.onnx,True,,931,3396,4327,16.627370259775116,931,0,22,22,6009
task292,base_submission,outputs\current_6349_78_stack\base_submission\task292.onnx,True,,105,7680,7785,16.040045915731902,105,0,6,6,1411
task292,overrides,outputs\current_6349_78_stack\overrides\task292.onnx,True,,65,6240,6305,16.250901751600978,65,0,7,7,1065
task293,base_submission,outputs\current_6349_78_stack\base_submission\task293.onnx,True,,496,24789,25285,14.862033386485917,496,0,52,52,9897
task293,overrides,outputs\current_6349_78_stack\overrides\task293.onnx,True,,76,23855,23931,14.91707003142076,76,0,52,52,4426
task294,base_submission,outputs\current_6349_78_stack\base_submission\task294.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task294,overrides,outputs\current_6349_78_stack\overrides\task294.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task295,base_submission,outputs\current_6349_78_stack\base_submission\task295.onnx,True,,65,22683,22748,14.96776749157331,65,0,22,22,2771
task295,overrides,outputs\current_6349_78_stack\overrides\task295.onnx,True,,65,12125,12190,15.591628777524683,65,0,22,22,1889
task296,base_submission,outputs\current_6349_78_stack\base_submission\task296.onnx,True,,353,3762,4115,16.67760588688883,353,0,10,10,2843
task296,overrides,outputs\current_6349_78_stack\overrides\task296.onnx,True,,345,3762,4107,16.67955188604344,345,0,10,10,2803
task297,base_submission,outputs\current_6349_78_stack\base_submission\task297.onnx,True,,56,11048,11104,15.684939317253415,56,0,31,31,2651
task297,overrides,outputs\current_6349_78_stack\overrides\task297.onnx,True,,95,9076,9171,15.876198389441056,95,0,24,24,3233
task298,base_submission,outputs\current_6349_78_stack\base_submission\task298.onnx,True,,534,22434,22968,14.9581427781991,534,0,31,31,5059
task298,overrides,outputs\current_6349_78_stack\overrides\task298.onnx,True,,534,14378,14912,15.390078463074628,534,0,35,35,3337
task299,base_submission,outputs\current_6349_78_stack\base_submission\task299.onnx,True,,62,2616,2678,17.107174473748884,62,0,19,19,1980
task299,overrides,outputs\current_6349_78_stack\overrides\task299.onnx,True,,62,1644,1706,17.558093271948376,62,0,21,21,1405
task300,base_submission,outputs\current_6349_78_stack\base_submission\task300.onnx,True,,137,77438,77575,13.74099951068342,137,0,43,43,4688
task300,overrides,outputs\current_6349_78_stack\overrides\task300.onnx,True,,108,77438,77546,13.741373412351637,108,0,43,43,4454
task301,base_submission,outputs\current_6349_78_stack\base_submission\task301.onnx,True,,1847,85104,86951,13.626899979421141,1847,0,48,48,19206
task301,overrides,outputs\current_6349_78_stack\overrides\task301.onnx,True,,108,61400,61508,13.973077473364416,108,0,48,48,3697
task302,base_submission,outputs\current_6349_78_stack\base_submission\task302.onnx,True,,29,28800,28829,14.730862896060007,29,0,33,33,3609
task302,overrides,outputs\current_6349_78_stack\overrides\task302.onnx,True,,20,7776,7796,16.03863393937255,20,0,43,43,4372
task303,base_submission,outputs\current_6349_78_stack\base_submission\task303.onnx,True,,310,80400,80710,13.701382237681582,310,0,8,8,2084
task303,overrides,outputs\current_6349_78_stack\overrides\task303.onnx,True,,13,14700,14713,15.403513264302052,13,0,18,18,1120
task304,base_submission,outputs\current_6349_78_stack\base_submission\task304.onnx,True,,98,14476,14574,15.413005601769772,98,0,17,17,2136
task304,overrides,outputs\current_6349_78_stack\overrides\task304.onnx,True,,35,10813,10848,15.708263989819823,35,0,14,14,1879
task305,base_submission,outputs\current_6349_78_stack\base_submission\task305.onnx,True,,284,3668,3952,16.71802294113224,284,0,6,6,1865
task305,overrides,outputs\current_6349_78_stack\overrides\task305.onnx,True,,284,3668,3952,16.71802294113224,284,0,6,6,1865
task306,base_submission,outputs\current_6349_78_stack\base_submission\task306.onnx,True,,69,99174,99243,13.494673332905101,69,0,33,33,4101
task306,overrides,outputs\current_6349_78_stack\overrides\task306.onnx,True,,68,64374,64442,13.9264791265675,68,0,33,33,4101
task307,base_submission,outputs\current_6349_78_stack\base_submission\task307.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task307,overrides,outputs\current_6349_78_stack\overrides\task307.onnx,True,,40,0,40,21.311120545886062,40,0,1,1,387
task308,base_submission,outputs\current_6349_78_stack\base_submission\task308.onnx,True,,110,51494,51604,14.148645532154973,110,0,59,59,6118
task308,overrides,outputs\current_6349_78_stack\overrides\task308.onnx,True,,101,21698,21799,15.010380623834585,101,0,59,59,3875
task309,base_submission,outputs\current_6349_78_stack\base_submission\task309.onnx,True,,10,0,10,22.697414907005953,10,0,1,1,217
task309,overrides,outputs\current_6349_78_stack\overrides\task309.onnx,True,,10,0,10,22.697414907005953,10,0,1,1,217
task310,base_submission,outputs\current_6349_78_stack\base_submission\task310.onnx,True,,869,58005,58874,14.016845153963535,869,0,44,44,5449
task310,overrides,outputs\current_6349_78_stack\overrides\task310.onnx,True,,166,25573,25739,14.844237369643414,166,0,42,42,3379
task311,base_submission,outputs\current_6349_78_stack\base_submission\task311.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task311,overrides,outputs\current_6349_78_stack\overrides\task311.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task312,base_submission,outputs\current_6349_78_stack\base_submission\task312.onnx,True,,19,9960,9979,15.791761836115688,19,0,8,8,1202
task312,overrides,outputs\current_6349_78_stack\overrides\task312.onnx,True,,19,9960,9979,15.791761836115688,19,0,8,8,1202
task313,base_submission,outputs\current_6349_78_stack\base_submission\task313.onnx,True,,4547,79985,84532,13.655114560117957,4547,0,34,34,39887
task313,overrides,outputs\current_6349_78_stack\overrides\task313.onnx,True,,167,70325,70492,13.83674549281574,167,0,34,34,3668
task314,base_submission,outputs\current_6349_78_stack\base_submission\task314.onnx,True,,178,11712,11890,15.616547010315173,178,0,218,218,28414
task314,overrides,outputs\current_6349_78_stack\overrides\task314.onnx,True,,500,0,500,18.78539190157781,500,0,1,1,2225
task315,base_submission,outputs\current_6349_78_stack\base_submission\task315.onnx,True,,99,13680,13779,15.469099027006097,99,0,10,10,1520
task315,overrides,outputs\current_6349_78_stack\overrides\task315.onnx,True,,39,3348,3387,16.87230014718223,39,0,9,9,1461
task316,base_submission,outputs\current_6349_78_stack\base_submission\task316.onnx,True,,48,51462,51510,14.150468757440368,48,0,49,49,5537
task316,overrides,outputs\current_6349_78_stack\overrides\task316.onnx,True,,154,3748,3902,16.730755478816945,154,0,46,46,5631
task317,base_submission,outputs\current_6349_78_stack\base_submission\task317.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task317,overrides,outputs\current_6349_78_stack\overrides\task317.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3798
task318,base_submission,outputs\current_6349_78_stack\base_submission\task318.onnx,True,,50,1152,1202,17.90825788490485,50,0,10,10,1569
task318,overrides,outputs\current_6349_78_stack\overrides\task318.onnx,True,,1,736,737,18.397412107810663,1,0,13,13,708
task319,base_submission,outputs\current_6349_78_stack\base_submission\task319.onnx,True,,3110,26456820,26459930,7.90885792885506,3110,0,2709,2709,169127
task319,overrides,outputs\current_6349_78_stack\overrides\task319.onnx,True,,101,33406,33507,14.580490348791063,101,0,66,66,7991
task320,base_submission,outputs\current_6349_78_stack\base_submission\task320.onnx,True,,141,5049,5190,16.445511023840066,141,0,19,19,2183
task320,overrides,outputs\current_6349_78_stack\overrides\task320.onnx,True,,133,2880,3013,16.9893084608697,133,0,14,14,1258
task321,base_submission,outputs\current_6349_78_stack\base_submission\task321.onnx,True,,135,6912,7047,16.139642726672978,135,0,19,19,2449
task321,overrides,outputs\current_6349_78_stack\overrides\task321.onnx,True,,35,5376,5411,16.403810802357263,35,0,22,22,2349
task322,base_submission,outputs\current_6349_78_stack\base_submission\task322.onnx,True,,21,1323,1344,17.796594478916905,21,0,9,9,1194
task322,overrides,outputs\current_6349_78_stack\overrides\task322.onnx,True,,510,0,510,18.76558927428163,510,0,1,1,2222
task323,base_submission,outputs\current_6349_78_stack\base_submission\task323.onnx,True,,227,49788,50015,14.179921760580719,227,0,57,57,8184
task323,overrides,outputs\current_6349_78_stack\overrides\task323.onnx,True,,645,3887,4532,16.5810813778521,645,0,10,10,2479
task324,base_submission,outputs\current_6349_78_stack\base_submission\task324.onnx,True,,3579,677682,681261,11.568299228381777,3579,0,260,260,26906
task324,overrides,outputs\current_6349_78_stack\overrides\task324.onnx,True,,1536,33639,35175,14.53190911801741,1536,0,64,64,7375
task325,base_submission,outputs\current_6349_78_stack\base_submission\task325.onnx,True,,1902,41120,43022,14.330533108254256,1902,0,39,39,5072
task325,overrides,outputs\current_6349_78_stack\overrides\task325.onnx,True,,1902,41120,43022,14.330533108254256,1902,0,39,39,5072
task326,base_submission,outputs\current_6349_78_stack\base_submission\task326.onnx,True,,6,160,166,19.888012211643456,6,0,2,2,388
task326,overrides,outputs\current_6349_78_stack\overrides\task326.onnx,True,,0,160,160,19.924826184766175,0,0,2,2,251
task327,base_submission,outputs\current_6349_78_stack\base_submission\task327.onnx,True,,32,14312,14344,15.428912984715032,32,0,17,17,2235
task327,overrides,outputs\current_6349_78_stack\overrides\task327.onnx,True,,22,7516,7538,16.072287826172918,22,0,18,18,2321
