task_id,selected_source,selected_model_path,selected_estimated_cost,selected_file_size_bytes,archive_valid,archive_estimated_cost,archive_file_size_bytes,archive_failure_reason,current_valid,current_estimated_cost,current_file_size_bytes,current_failure_reason
task230,archive,outputs\archive_all_repaired_verified_onnx\task230.onnx,4500,3798,True,4500,3798,,False,,,missing_model
task231,archive,outputs\archive_all_repaired_verified_onnx\task231.onnx,866,3468,True,866,3468,,False,,,missing_model
task232,archive,outputs\archive_all_repaired_verified_onnx\task232.onnx,389,2435,True,389,2435,,False,,,missing_model
task233,archive,outputs\archive_all_repaired_verified_onnx\task233.onnx,668250,938774,True,668250,938774,,False,,,missing_model
task234,archive,outputs\archive_all_repaired_verified_onnx\task234.onnx,4350,8333,True,4350,8333,,False,,,missing_model
task235,archive,outputs\archive_all_repaired_verified_onnx\task235.onnx,750,3931,True,750,3931,,False,,,missing_model
task236,archive,outputs\archive_all_repaired_verified_onnx\task236.onnx,322,1511,True,322,1511,,True,2555,2747,
task237,archive,outputs\archive_all_repaired_verified_onnx\task237.onnx,317,2237,True,317,2237,,False,,,missing_model
task238,archive,outputs\archive_all_repaired_verified_onnx\task238.onnx,4527,11927,True,4527,11927,,False,,,missing_model
task239,archive,outputs\archive_all_repaired_verified_onnx\task239.onnx,1284,4143,True,1284,4143,,False,,,missing_model
