task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,removed_nodes,removed_inits,failure_reason
task284,outputs\current_6352_53_stack\overrides\task284.onnx,outputs\candidates\current_6352_53_zero_add_removed\task284_ZeroAddRemoved.onnx,1559,1559,0,9092,9092,0,0,0,no zero-add patterns found
task285,outputs\current_6352_53_stack\overrides\task285.onnx,outputs\candidates\current_6352_53_zero_add_removed\task285_ZeroAddRemoved.onnx,14882,14882,0,65792,63976,-1816,63,0,
task286,outputs\current_6352_53_stack\overrides\task286.onnx,outputs\candidates\current_6352_53_zero_add_removed\task286_ZeroAddRemoved.onnx,3983,3983,0,11675,11675,0,0,0,no zero-add patterns found
task287,outputs\current_6352_53_stack\overrides\task287.onnx,outputs\candidates\current_6352_53_zero_add_removed\task287_ZeroAddRemoved.onnx,247,247,0,1686,1686,0,0,0,no zero-add patterns found
task288,outputs\current_6352_53_stack\overrides\task288.onnx,outputs\candidates\current_6352_53_zero_add_removed\task288_ZeroAddRemoved.onnx,345,345,0,5948,5948,0,0,0,no zero-add patterns found
task289,outputs\current_6352_53_stack\overrides\task289.onnx,outputs\candidates\current_6352_53_zero_add_removed\task289_ZeroAddRemoved.onnx,420,420,0,2021,2021,0,0,0,no zero-add patterns found
task290,outputs\current_6352_53_stack\overrides\task290.onnx,outputs\candidates\current_6352_53_zero_add_removed\task290_ZeroAddRemoved.onnx,391,391,0,3323,3323,0,0,0,no zero-add patterns found
task291,outputs\current_6352_53_stack\overrides\task291.onnx,outputs\candidates\current_6352_53_zero_add_removed\task291_ZeroAddRemoved.onnx,4731,4731,0,6009,6009,0,0,0,no zero-add patterns found
task292,outputs\current_6352_53_stack\overrides\task292.onnx,outputs\candidates\current_6352_53_zero_add_removed\task292_ZeroAddRemoved.onnx,339,339,0,1065,1065,0,0,0,no zero-add patterns found
task293,outputs\current_6352_53_stack\overrides\task293.onnx,outputs\candidates\current_6352_53_zero_add_removed\task293_ZeroAddRemoved.onnx,597,597,0,4426,4426,0,0,0,no zero-add patterns found
task294,outputs\current_6352_53_stack\overrides\task294.onnx,outputs\candidates\current_6352_53_zero_add_removed\task294_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task295,outputs\current_6352_53_stack\overrides\task295.onnx,outputs\candidates\current_6352_53_zero_add_removed\task295_ZeroAddRemoved.onnx,291,291,0,1889,1889,0,0,0,no zero-add patterns found
task296,outputs\current_6352_53_stack\overrides\task296.onnx,outputs\candidates\current_6352_53_zero_add_removed\task296_ZeroAddRemoved.onnx,1837,1837,0,2803,2803,0,0,0,no zero-add patterns found
task297,outputs\current_6352_53_stack\overrides\task297.onnx,outputs\candidates\current_6352_53_zero_add_removed\task297_ZeroAddRemoved.onnx,369,369,0,3233,3233,0,0,0,no zero-add patterns found
task298,outputs\current_6352_53_stack\overrides\task298.onnx,outputs\candidates\current_6352_53_zero_add_removed\task298_ZeroAddRemoved.onnx,1756,1756,0,3337,3337,0,0,0,no zero-add patterns found
task299,outputs\current_6352_53_stack\overrides\task299.onnx,outputs\candidates\current_6352_53_zero_add_removed\task299_ZeroAddRemoved.onnx,342,342,0,1405,1405,0,0,0,no zero-add patterns found
task300,outputs\current_6352_53_stack\overrides\task300.onnx,outputs\candidates\current_6352_53_zero_add_removed\task300_ZeroAddRemoved.onnx,852,852,0,4454,4454,0,0,0,no zero-add patterns found
task301,outputs\current_6352_53_stack\overrides\task301.onnx,outputs\candidates\current_6352_53_zero_add_removed\task301_ZeroAddRemoved.onnx,906,906,0,3697,3697,0,0,0,no zero-add patterns found
task302,outputs\current_6352_53_stack\overrides\task302.onnx,outputs\candidates\current_6352_53_zero_add_removed\task302_ZeroAddRemoved.onnx,180,180,0,4372,4372,0,0,0,no zero-add patterns found
task303,outputs\current_6352_53_stack\overrides\task303.onnx,outputs\candidates\current_6352_53_zero_add_removed\task303_ZeroAddRemoved.onnx,40,40,0,1120,1120,0,0,0,no zero-add patterns found
task304,outputs\current_6352_53_stack\overrides\task304.onnx,outputs\candidates\current_6352_53_zero_add_removed\task304_ZeroAddRemoved.onnx,271,271,0,1879,1879,0,0,0,no zero-add patterns found
task305,outputs\current_6352_53_stack\overrides\task305.onnx,outputs\candidates\current_6352_53_zero_add_removed\task305_ZeroAddRemoved.onnx,1452,1452,0,1865,1865,0,0,0,no zero-add patterns found
task306,outputs\current_6352_53_stack\overrides\task306.onnx,outputs\candidates\current_6352_53_zero_add_removed\task306_ZeroAddRemoved.onnx,605,605,0,4101,4101,0,0,0,no zero-add patterns found
task307,outputs\current_6352_53_stack\overrides\task307.onnx,outputs\candidates\current_6352_53_zero_add_removed\task307_ZeroAddRemoved.onnx,200,200,0,387,387,0,0,0,no zero-add patterns found
task308,outputs\current_6352_53_stack\overrides\task308.onnx,outputs\candidates\current_6352_53_zero_add_removed\task308_ZeroAddRemoved.onnx,593,593,0,3875,3875,0,0,0,no zero-add patterns found
task309,outputs\current_6352_53_stack\overrides\task309.onnx,outputs\candidates\current_6352_53_zero_add_removed\task309_ZeroAddRemoved.onnx,90,90,0,217,217,0,0,0,no zero-add patterns found
task310,outputs\current_6352_53_stack\overrides\task310.onnx,outputs\candidates\current_6352_53_zero_add_removed\task310_ZeroAddRemoved.onnx,955,955,0,3379,3379,0,0,0,no zero-add patterns found
task311,outputs\current_6352_53_stack\overrides\task311.onnx,outputs\candidates\current_6352_53_zero_add_removed\task311_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task312,outputs\current_6352_53_stack\overrides\task312.onnx,outputs\candidates\current_6352_53_zero_add_removed\task312_ZeroAddRemoved.onnx,171,171,0,1202,1202,0,0,0,no zero-add patterns found
task313,outputs\current_6352_53_stack\overrides\task313.onnx,outputs\candidates\current_6352_53_zero_add_removed\task313_ZeroAddRemoved.onnx,1437,1437,0,3668,3668,0,0,0,no zero-add patterns found
task314,outputs\current_6352_53_stack\overrides\task314.onnx,outputs\candidates\current_6352_53_zero_add_removed\task314_ZeroAddRemoved.onnx,2500,2500,0,2225,2225,0,0,0,no zero-add patterns found
task315,outputs\current_6352_53_stack\overrides\task315.onnx,outputs\candidates\current_6352_53_zero_add_removed\task315_ZeroAddRemoved.onnx,307,307,0,1461,1461,0,0,0,no zero-add patterns found
task316,outputs\current_6352_53_stack\overrides\task316.onnx,outputs\candidates\current_6352_53_zero_add_removed\task316_ZeroAddRemoved.onnx,866,866,0,5631,5631,0,0,0,no zero-add patterns found
task317,outputs\current_6352_53_stack\overrides\task317.onnx,outputs\candidates\current_6352_53_zero_add_removed\task317_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task318,outputs\current_6352_53_stack\overrides\task318.onnx,outputs\candidates\current_6352_53_zero_add_removed\task318_ZeroAddRemoved.onnx,3,3,0,708,708,0,0,0,no zero-add patterns found
task319,outputs\current_6352_53_stack\overrides\task319.onnx,outputs\candidates\current_6352_53_zero_add_removed\task319_ZeroAddRemoved.onnx,741,741,0,7991,7991,0,0,0,no zero-add patterns found
task320,outputs\current_6352_53_stack\overrides\task320.onnx,outputs\candidates\current_6352_53_zero_add_removed\task320_ZeroAddRemoved.onnx,485,485,0,1258,1258,0,0,0,no zero-add patterns found
task321,outputs\current_6352_53_stack\overrides\task321.onnx,outputs\candidates\current_6352_53_zero_add_removed\task321_ZeroAddRemoved.onnx,189,189,0,2349,2349,0,0,0,no zero-add patterns found
task322,outputs\current_6352_53_stack\overrides\task322.onnx,outputs\candidates\current_6352_53_zero_add_removed\task322_ZeroAddRemoved.onnx,2550,2550,0,2222,2222,0,0,0,no zero-add patterns found
task323,outputs\current_6352_53_stack\overrides\task323.onnx,outputs\candidates\current_6352_53_zero_add_removed\task323_ZeroAddRemoved.onnx,2055,2055,0,2479,2479,0,0,0,no zero-add patterns found
task324,outputs\current_6352_53_stack\overrides\task324.onnx,outputs\candidates\current_6352_53_zero_add_removed\task324_ZeroAddRemoved.onnx,4658,4658,0,7375,7375,0,0,0,no zero-add patterns found
task325,outputs\current_6352_53_stack\overrides\task325.onnx,outputs\candidates\current_6352_53_zero_add_removed\task325_ZeroAddRemoved.onnx,3996,3996,0,5072,5072,0,0,0,no zero-add patterns found
task326,outputs\current_6352_53_stack\overrides\task326.onnx,outputs\candidates\current_6352_53_zero_add_removed\task326_ZeroAddRemoved.onnx,0,0,0,251,251,0,0,0,no zero-add patterns found
task327,outputs\current_6352_53_stack\overrides\task327.onnx,outputs\candidates\current_6352_53_zero_add_removed\task327_ZeroAddRemoved.onnx,126,126,0,2321,2321,0,0,0,no zero-add patterns found
task328,outputs\current_6352_53_stack\overrides\task328.onnx,outputs\candidates\current_6352_53_zero_add_removed\task328_ZeroAddRemoved.onnx,9012,9012,0,10787,10787,0,0,0,no zero-add patterns found
task329,outputs\current_6352_53_stack\overrides\task329.onnx,outputs\candidates\current_6352_53_zero_add_removed\task329_ZeroAddRemoved.onnx,282,282,0,1652,1652,0,0,0,no zero-add patterns found
task330,outputs\current_6352_53_stack\overrides\task330.onnx,outputs\candidates\current_6352_53_zero_add_removed\task330_ZeroAddRemoved.onnx,5579,5579,0,7080,7080,0,0,0,no zero-add patterns found
task331,outputs\current_6352_53_stack\overrides\task331.onnx,outputs\candidates\current_6352_53_zero_add_removed\task331_ZeroAddRemoved.onnx,4550,4550,0,3836,3836,0,0,0,no zero-add patterns found
task332,outputs\current_6352_53_stack\overrides\task332.onnx,outputs\candidates\current_6352_53_zero_add_removed\task332_ZeroAddRemoved.onnx,905,905,0,3685,3685,0,0,0,no zero-add patterns found
task333,outputs\current_6352_53_stack\overrides\task333.onnx,outputs\candidates\current_6352_53_zero_add_removed\task333_ZeroAddRemoved.onnx,821,821,0,3323,3323,0,0,0,no zero-add patterns found
task334,outputs\current_6352_53_stack\overrides\task334.onnx,outputs\candidates\current_6352_53_zero_add_removed\task334_ZeroAddRemoved.onnx,165,165,0,889,889,0,0,0,no zero-add patterns found
task335,outputs\current_6352_53_stack\overrides\task335.onnx,outputs\candidates\current_6352_53_zero_add_removed\task335_ZeroAddRemoved.onnx,477,477,0,3440,3440,0,0,0,no zero-add patterns found
task336,outputs\current_6352_53_stack\overrides\task336.onnx,outputs\candidates\current_6352_53_zero_add_removed\task336_ZeroAddRemoved.onnx,1640,1640,0,6455,6455,0,0,0,no zero-add patterns found
task337,outputs\current_6352_53_stack\overrides\task337.onnx,outputs\candidates\current_6352_53_zero_add_removed\task337_ZeroAddRemoved.onnx,90,90,0,159,159,0,0,0,no zero-add patterns found
task338,outputs\current_6352_53_stack\overrides\task338.onnx,outputs\candidates\current_6352_53_zero_add_removed\task338_ZeroAddRemoved.onnx,6426,6426,0,8884,8884,0,0,0,no zero-add patterns found
task339,outputs\current_6352_53_stack\overrides\task339.onnx,outputs\candidates\current_6352_53_zero_add_removed\task339_ZeroAddRemoved.onnx,468,468,0,1588,1588,0,0,0,no zero-add patterns found
task340,outputs\current_6352_53_stack\overrides\task340.onnx,outputs\candidates\current_6352_53_zero_add_removed\task340_ZeroAddRemoved.onnx,692,692,0,4098,4098,0,0,0,no zero-add patterns found
task341,outputs\current_6352_53_stack\overrides\task341.onnx,outputs\candidates\current_6352_53_zero_add_removed\task341_ZeroAddRemoved.onnx,2523,2523,0,12100,12100,0,0,0,no zero-add patterns found
task342,outputs\current_6352_53_stack\overrides\task342.onnx,outputs\candidates\current_6352_53_zero_add_removed\task342_ZeroAddRemoved.onnx,284,284,0,2836,2836,0,0,0,no zero-add patterns found
task343,outputs\current_6352_53_stack\overrides\task343.onnx,outputs\candidates\current_6352_53_zero_add_removed\task343_ZeroAddRemoved.onnx,1992,1992,0,6403,6403,0,0,0,no zero-add patterns found
task344,outputs\current_6352_53_stack\overrides\task344.onnx,outputs\candidates\current_6352_53_zero_add_removed\task344_ZeroAddRemoved.onnx,4550,4550,0,3851,3851,0,0,0,no zero-add patterns found
task345,outputs\current_6352_53_stack\overrides\task345.onnx,outputs\candidates\current_6352_53_zero_add_removed\task345_ZeroAddRemoved.onnx,5898,5898,0,10079,10079,0,0,0,no zero-add patterns found
task346,outputs\current_6352_53_stack\overrides\task346.onnx,outputs\candidates\current_6352_53_zero_add_removed\task346_ZeroAddRemoved.onnx,191,191,0,1781,1781,0,0,0,no zero-add patterns found
task347,outputs\current_6352_53_stack\overrides\task347.onnx,outputs\candidates\current_6352_53_zero_add_removed\task347_ZeroAddRemoved.onnx,235,235,0,1132,1132,0,0,0,no zero-add patterns found
task348,outputs\current_6352_53_stack\overrides\task348.onnx,outputs\candidates\current_6352_53_zero_add_removed\task348_ZeroAddRemoved.onnx,463,463,0,1950,1950,0,0,0,no zero-add patterns found
task349,outputs\current_6352_53_stack\overrides\task349.onnx,outputs\candidates\current_6352_53_zero_add_removed\task349_ZeroAddRemoved.onnx,9921,9921,0,8427,8427,0,0,0,no zero-add patterns found
task350,outputs\current_6352_53_stack\overrides\task350.onnx,outputs\candidates\current_6352_53_zero_add_removed\task350_ZeroAddRemoved.onnx,230,230,0,1984,1984,0,0,0,no zero-add patterns found
task351,outputs\current_6352_53_stack\overrides\task351.onnx,outputs\candidates\current_6352_53_zero_add_removed\task351_ZeroAddRemoved.onnx,354,354,0,3049,3049,0,0,0,no zero-add patterns found
task352,outputs\current_6352_53_stack\overrides\task352.onnx,outputs\candidates\current_6352_53_zero_add_removed\task352_ZeroAddRemoved.onnx,4550,4550,0,3851,3851,0,0,0,no zero-add patterns found
task353,outputs\current_6352_53_stack\overrides\task353.onnx,outputs\candidates\current_6352_53_zero_add_removed\task353_ZeroAddRemoved.onnx,745,745,0,3244,3244,0,0,0,no zero-add patterns found
task354,outputs\current_6352_53_stack\overrides\task354.onnx,outputs\candidates\current_6352_53_zero_add_removed\task354_ZeroAddRemoved.onnx,612,612,0,2710,2710,0,0,0,no zero-add patterns found
task355,outputs\current_6352_53_stack\overrides\task355.onnx,outputs\candidates\current_6352_53_zero_add_removed\task355_ZeroAddRemoved.onnx,437,437,0,3971,3971,0,0,0,no zero-add patterns found
task356,outputs\current_6352_53_stack\overrides\task356.onnx,outputs\candidates\current_6352_53_zero_add_removed\task356_ZeroAddRemoved.onnx,389,389,0,2324,2324,0,0,0,no zero-add patterns found
task357,outputs\current_6352_53_stack\overrides\task357.onnx,outputs\candidates\current_6352_53_zero_add_removed\task357_ZeroAddRemoved.onnx,257,257,0,1767,1767,0,0,0,no zero-add patterns found
task358,outputs\current_6352_53_stack\overrides\task358.onnx,outputs\candidates\current_6352_53_zero_add_removed\task358_ZeroAddRemoved.onnx,1121,1121,0,3861,3861,0,0,0,no zero-add patterns found
task359,outputs\current_6352_53_stack\overrides\task359.onnx,outputs\candidates\current_6352_53_zero_add_removed\task359_ZeroAddRemoved.onnx,117,117,0,1305,1305,0,0,0,no zero-add patterns found
task360,outputs\current_6352_53_stack\overrides\task360.onnx,outputs\candidates\current_6352_53_zero_add_removed\task360_ZeroAddRemoved.onnx,228,228,0,1753,1753,0,0,0,no zero-add patterns found
task361,outputs\current_6352_53_stack\overrides\task361.onnx,outputs\candidates\current_6352_53_zero_add_removed\task361_ZeroAddRemoved.onnx,1493,1493,0,4414,4414,0,0,0,no zero-add patterns found
task362,outputs\current_6352_53_stack\overrides\task362.onnx,outputs\candidates\current_6352_53_zero_add_removed\task362_ZeroAddRemoved.onnx,261,261,0,1696,1696,0,0,0,no zero-add patterns found
task363,outputs\current_6352_53_stack\overrides\task363.onnx,outputs\candidates\current_6352_53_zero_add_removed\task363_ZeroAddRemoved.onnx,4966,4966,0,5984,5984,0,0,0,no zero-add patterns found
task364,outputs\current_6352_53_stack\overrides\task364.onnx,outputs\candidates\current_6352_53_zero_add_removed\task364_ZeroAddRemoved.onnx,5120,5120,0,10636,10636,0,0,0,no zero-add patterns found
task365,outputs\current_6352_53_stack\overrides\task365.onnx,outputs\candidates\current_6352_53_zero_add_removed\task365_ZeroAddRemoved.onnx,356,356,0,9873,9873,0,0,0,no zero-add patterns found
task366,outputs\current_6352_53_stack\overrides\task366.onnx,outputs\candidates\current_6352_53_zero_add_removed\task366_ZeroAddRemoved.onnx,7959,7959,0,26447,26447,0,0,0,no zero-add patterns found
task367,outputs\current_6352_53_stack\overrides\task367.onnx,outputs\candidates\current_6352_53_zero_add_removed\task367_ZeroAddRemoved.onnx,722,722,0,6218,6218,0,0,0,no zero-add patterns found
task368,outputs\current_6352_53_stack\overrides\task368.onnx,outputs\candidates\current_6352_53_zero_add_removed\task368_ZeroAddRemoved.onnx,540,540,0,3406,3406,0,0,0,no zero-add patterns found
task369,outputs\current_6352_53_stack\overrides\task369.onnx,outputs\candidates\current_6352_53_zero_add_removed\task369_ZeroAddRemoved.onnx,498,498,0,3315,3315,0,0,0,no zero-add patterns found
task370,outputs\current_6352_53_stack\overrides\task370.onnx,outputs\candidates\current_6352_53_zero_add_removed\task370_ZeroAddRemoved.onnx,14579,14579,0,41995,41832,-163,6,0,
task371,outputs\current_6352_53_stack\overrides\task371.onnx,outputs\candidates\current_6352_53_zero_add_removed\task371_ZeroAddRemoved.onnx,1333,1333,0,3031,3031,0,0,0,no zero-add patterns found
task372,outputs\current_6352_53_stack\overrides\task372.onnx,outputs\candidates\current_6352_53_zero_add_removed\task372_ZeroAddRemoved.onnx,111,111,0,644,644,0,0,0,no zero-add patterns found
task373,outputs\current_6352_53_stack\overrides\task373.onnx,outputs\candidates\current_6352_53_zero_add_removed\task373_ZeroAddRemoved.onnx,197,197,0,509,509,0,0,0,no zero-add patterns found
task374,outputs\current_6352_53_stack\overrides\task374.onnx,outputs\candidates\current_6352_53_zero_add_removed\task374_ZeroAddRemoved.onnx,588,588,0,5300,5300,0,0,0,no zero-add patterns found
task375,outputs\current_6352_53_stack\overrides\task375.onnx,outputs\candidates\current_6352_53_zero_add_removed\task375_ZeroAddRemoved.onnx,476,476,0,2267,2267,0,0,0,no zero-add patterns found
task376,outputs\current_6352_53_stack\overrides\task376.onnx,outputs\candidates\current_6352_53_zero_add_removed\task376_ZeroAddRemoved.onnx,536,536,0,3971,3971,0,0,0,no zero-add patterns found
task377,outputs\current_6352_53_stack\overrides\task377.onnx,outputs\candidates\current_6352_53_zero_add_removed\task377_ZeroAddRemoved.onnx,4672,4672,0,10778,10778,0,0,0,no zero-add patterns found
task378,outputs\current_6352_53_stack\overrides\task378.onnx,outputs\candidates\current_6352_53_zero_add_removed\task378_ZeroAddRemoved.onnx,384,384,0,5481,5481,0,0,0,no zero-add patterns found
task379,outputs\current_6352_53_stack\overrides\task379.onnx,outputs\candidates\current_6352_53_zero_add_removed\task379_ZeroAddRemoved.onnx,5364,5364,0,13402,13402,0,0,0,no zero-add patterns found
task380,outputs\current_6352_53_stack\overrides\task380.onnx,outputs\candidates\current_6352_53_zero_add_removed\task380_ZeroAddRemoved.onnx,72,72,0,396,396,0,0,0,no zero-add patterns found
task381,outputs\current_6352_53_stack\overrides\task381.onnx,outputs\candidates\current_6352_53_zero_add_removed\task381_ZeroAddRemoved.onnx,544,544,0,2624,2624,0,0,0,no zero-add patterns found
task382,outputs\current_6352_53_stack\overrides\task382.onnx,outputs\candidates\current_6352_53_zero_add_removed\task382_ZeroAddRemoved.onnx,538,538,0,6786,6786,0,0,0,no zero-add patterns found
task383,outputs\current_6352_53_stack\overrides\task383.onnx,outputs\candidates\current_6352_53_zero_add_removed\task383_ZeroAddRemoved.onnx,3446,3446,0,7327,7327,0,0,0,no zero-add patterns found
task384,outputs\current_6352_53_stack\overrides\task384.onnx,outputs\candidates\current_6352_53_zero_add_removed\task384_ZeroAddRemoved.onnx,954,954,0,3341,3341,0,0,0,no zero-add patterns found
task385,outputs\current_6352_53_stack\overrides\task385.onnx,outputs\candidates\current_6352_53_zero_add_removed\task385_ZeroAddRemoved.onnx,270,270,0,175,175,0,0,0,no zero-add patterns found
task386,outputs\current_6352_53_stack\overrides\task386.onnx,outputs\candidates\current_6352_53_zero_add_removed\task386_ZeroAddRemoved.onnx,235,235,0,1175,1175,0,0,0,no zero-add patterns found
task387,outputs\current_6352_53_stack\overrides\task387.onnx,outputs\candidates\current_6352_53_zero_add_removed\task387_ZeroAddRemoved.onnx,168,168,0,3910,3910,0,0,0,no zero-add patterns found
task388,outputs\current_6352_53_stack\overrides\task388.onnx,outputs\candidates\current_6352_53_zero_add_removed\task388_ZeroAddRemoved.onnx,1512,1512,0,6536,6536,0,0,0,no zero-add patterns found
task389,outputs\current_6352_53_stack\overrides\task389.onnx,outputs\candidates\current_6352_53_zero_add_removed\task389_ZeroAddRemoved.onnx,7550,7550,0,6222,6222,0,0,0,no zero-add patterns found
task390,outputs\current_6352_53_stack\overrides\task390.onnx,outputs\candidates\current_6352_53_zero_add_removed\task390_ZeroAddRemoved.onnx,3123,3123,0,5953,5953,0,0,0,no zero-add patterns found
task391,outputs\current_6352_53_stack\overrides\task391.onnx,outputs\candidates\current_6352_53_zero_add_removed\task391_ZeroAddRemoved.onnx,245,245,0,2841,2841,0,0,0,no zero-add patterns found
task392,outputs\current_6352_53_stack\overrides\task392.onnx,outputs\candidates\current_6352_53_zero_add_removed\task392_ZeroAddRemoved.onnx,7488,7488,0,8330,8330,0,0,0,no zero-add patterns found
task393,outputs\current_6352_53_stack\overrides\task393.onnx,outputs\candidates\current_6352_53_zero_add_removed\task393_ZeroAddRemoved.onnx,63,63,0,1610,1610,0,0,0,no zero-add patterns found
task394,outputs\current_6352_53_stack\overrides\task394.onnx,outputs\candidates\current_6352_53_zero_add_removed\task394_ZeroAddRemoved.onnx,309,309,0,3787,3787,0,0,0,no zero-add patterns found
task395,outputs\current_6352_53_stack\overrides\task395.onnx,outputs\candidates\current_6352_53_zero_add_removed\task395_ZeroAddRemoved.onnx,235,235,0,1175,1175,0,0,0,no zero-add patterns found
task396,outputs\current_6352_53_stack\overrides\task396.onnx,outputs\candidates\current_6352_53_zero_add_removed\task396_ZeroAddRemoved.onnx,3824,3824,0,9316,9316,0,0,0,no zero-add patterns found
task397,outputs\current_6352_53_stack\overrides\task397.onnx,outputs\candidates\current_6352_53_zero_add_removed\task397_ZeroAddRemoved.onnx,399,399,0,6856,6856,0,0,0,no zero-add patterns found
task398,outputs\current_6352_53_stack\overrides\task398.onnx,outputs\candidates\current_6352_53_zero_add_removed\task398_ZeroAddRemoved.onnx,6714,6714,0,8682,8682,0,0,0,no zero-add patterns found
task399,outputs\current_6352_53_stack\overrides\task399.onnx,outputs\candidates\current_6352_53_zero_add_removed\task399_ZeroAddRemoved.onnx,1360,1360,0,1744,1744,0,0,0,no zero-add patterns found
task400,outputs\current_6352_53_stack\overrides\task400.onnx,outputs\candidates\current_6352_53_zero_add_removed\task400_ZeroAddRemoved.onnx,345,345,0,3021,3021,0,0,0,no zero-add patterns found
