task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,removed_unused_initializers,deduplicated_initializers
task367,outputs\onnx\task367.onnx,outputs\candidates\deduplicated_all\task367_DeduplicateInitializers.onnx,295949,219324,-76625,293653,227696,-65957,474,322,0,152
task368,outputs\onnx\task368.onnx,outputs\candidates\deduplicated_all\task368_DeduplicateInitializers.onnx,511,511,0,14770,14770,0,32,32,0,0
task369,outputs\onnx\task369.onnx,outputs\candidates\deduplicated_all\task369_DeduplicateInitializers.onnx,2717,2717,0,4692,4692,0,11,11,0,0
task370,outputs\onnx\task370.onnx,outputs\candidates\deduplicated_all\task370_DeduplicateInitializers.onnx,5221,5221,0,37248,37248,0,134,134,0,0
task371,outputs\onnx\task371.onnx,outputs\candidates\deduplicated_all\task371_DeduplicateInitializers.onnx,557,557,0,2475,2475,0,14,14,0,0
task372,outputs\onnx\task372.onnx,outputs\candidates\deduplicated_all\task372_DeduplicateInitializers.onnx,270,270,0,1328,1328,0,9,9,0,0
task373,outputs\onnx\task373.onnx,outputs\candidates\deduplicated_all\task373_DeduplicateInitializers.onnx,239,239,0,988,988,0,8,8,0,0
task374,outputs\onnx\task374.onnx,outputs\candidates\deduplicated_all\task374_DeduplicateInitializers.onnx,2091,2091,0,16450,16450,0,27,27,0,0
task375,outputs\onnx\task375.onnx,outputs\candidates\deduplicated_all\task375_DeduplicateInitializers.onnx,367,367,0,2214,2214,0,12,12,0,0
task376,outputs\onnx\task376.onnx,outputs\candidates\deduplicated_all\task376_DeduplicateInitializers.onnx,343,343,0,2344,2344,0,7,7,0,0
task377,outputs\onnx\task377.onnx,outputs\candidates\deduplicated_all\task377_DeduplicateInitializers.onnx,7019,7019,0,19220,19220,0,17,17,0,0
task378,outputs\onnx\task378.onnx,outputs\candidates\deduplicated_all\task378_DeduplicateInitializers.onnx,2524,2524,0,10496,10496,0,17,17,0,0
task379,outputs\onnx\task379.onnx,outputs\candidates\deduplicated_all\task379_DeduplicateInitializers.onnx,5370,5364,-6,10260,9996,-264,31,29,0,2
task380,outputs\onnx\task380.onnx,outputs\candidates\deduplicated_all\task380_DeduplicateInitializers.onnx,149,149,0,531,531,0,6,6,0,0
task381,outputs\onnx\task381.onnx,outputs\candidates\deduplicated_all\task381_DeduplicateInitializers.onnx,4709,4709,0,5721,5721,0,9,9,0,0
task382,outputs\onnx\task382.onnx,outputs\candidates\deduplicated_all\task382_DeduplicateInitializers.onnx,54738,54738,0,65997,65997,0,27,27,0,0
task383,outputs\onnx\task383.onnx,outputs\candidates\deduplicated_all\task383_DeduplicateInitializers.onnx,2829,2829,0,6805,6805,0,11,11,0,0
task384,outputs\onnx\task384.onnx,outputs\candidates\deduplicated_all\task384_DeduplicateInitializers.onnx,1215,1215,0,4542,4542,0,13,13,0,0
task385,outputs\onnx\task385.onnx,outputs\candidates\deduplicated_all\task385_DeduplicateInitializers.onnx,270,270,0,175,175,0,1,1,0,0
task386,outputs\onnx\task386.onnx,outputs\candidates\deduplicated_all\task386_DeduplicateInitializers.onnx,339,339,0,1471,1471,0,10,10,0,0
task387,outputs\onnx\task387.onnx,outputs\candidates\deduplicated_all\task387_DeduplicateInitializers.onnx,17344,12790,-4554,89870,82676,-7194,381,249,0,132
task388,outputs\onnx\task388.onnx,outputs\candidates\deduplicated_all\task388_DeduplicateInitializers.onnx,1515,1515,0,6368,6368,0,30,30,0,0
task389,outputs\onnx\task389.onnx,outputs\candidates\deduplicated_all\task389_DeduplicateInitializers.onnx,250,250,0,1421,1421,0,9,9,0,0
task390,outputs\onnx\task390.onnx,outputs\candidates\deduplicated_all\task390_DeduplicateInitializers.onnx,5249,5249,0,7851,7851,0,11,11,0,0
task391,outputs\onnx\task391.onnx,outputs\candidates\deduplicated_all\task391_DeduplicateInitializers.onnx,245,245,0,2841,2841,0,12,12,0,0
task392,outputs\onnx\task392.onnx,outputs\candidates\deduplicated_all\task392_DeduplicateInitializers.onnx,11286,11286,0,13503,13503,0,35,35,0,0
task393,outputs\onnx\task393.onnx,outputs\candidates\deduplicated_all\task393_DeduplicateInitializers.onnx,245,245,0,2433,2433,0,12,12,0,0
task394,outputs\onnx\task394.onnx,outputs\candidates\deduplicated_all\task394_DeduplicateInitializers.onnx,311,311,0,5312,5312,0,14,14,0,0
task395,outputs\onnx\task395.onnx,outputs\candidates\deduplicated_all\task395_DeduplicateInitializers.onnx,339,339,0,1479,1479,0,10,10,0,0
task396,outputs\onnx\task396.onnx,outputs\candidates\deduplicated_all\task396_DeduplicateInitializers.onnx,115080,115080,0,148123,148123,0,160,160,0,0
task397,outputs\onnx\task397.onnx,outputs\candidates\deduplicated_all\task397_DeduplicateInitializers.onnx,1099,1099,0,7101,7101,0,30,30,0,0
task398,outputs\onnx\task398.onnx,outputs\candidates\deduplicated_all\task398_DeduplicateInitializers.onnx,6786,6714,-72,8768,8682,-86,28,26,0,2
task399,outputs\onnx\task399.onnx,outputs\candidates\deduplicated_all\task399_DeduplicateInitializers.onnx,2144,2144,0,1907,1907,0,4,4,0,0
task400,outputs\onnx\task400.onnx,outputs\candidates\deduplicated_all\task400_DeduplicateInitializers.onnx,345,345,0,3021,3021,0,6,6,0,0
