task_id,lane,source_model_path,output_model_path,source_estimated_cost,output_estimated_cost,estimated_cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_bytes,output_initializer_bytes,initializer_bytes_delta,source_initializer_count,output_initializer_count,changed,removed_dead_nodes,removed_unused_initializers,removed_unused_value_info,deduplicated_initializers,constant_gather_tables_pruned,constant_gather_rows_removed,constant_gather_bytes_removed,checker_passed,forbidden_ops_passed,static_shapes_passed,equivalence_passed,equivalence_inputs_checked,equivalence_max_abs_diff,candidate_valid,failure_reason
task129,base_submission,outputs\current_6352_53_stack\base_submission\task129.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task130,base_submission,outputs\current_6352_53_stack\base_submission\task130.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task131,base_submission,outputs\current_6352_53_stack\base_submission\task131.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task132,base_submission,outputs\current_6352_53_stack\base_submission\task132.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task133,base_submission,outputs\current_6352_53_stack\base_submission\task133.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task134,base_submission,outputs\current_6352_53_stack\base_submission\task134.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task135,base_submission,outputs\current_6352_53_stack\base_submission\task135.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task136,base_submission,outputs\current_6352_53_stack\base_submission\task136.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task137,base_submission,outputs\current_6352_53_stack\base_submission\task137.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task138,base_submission,outputs\current_6352_53_stack\base_submission\task138.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task139,base_submission,outputs\current_6352_53_stack\base_submission\task139.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task140,base_submission,outputs\current_6352_53_stack\base_submission\task140.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task141,base_submission,outputs\current_6352_53_stack\base_submission\task141.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task142,base_submission,outputs\current_6352_53_stack\base_submission\task142.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task143,base_submission,outputs\current_6352_53_stack\base_submission\task143.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task144,base_submission,outputs\current_6352_53_stack\base_submission\task144.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task145,base_submission,outputs\current_6352_53_stack\base_submission\task145.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task146,base_submission,outputs\current_6352_53_stack\base_submission\task146.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task147,base_submission,outputs\current_6352_53_stack\base_submission\task147.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task148,base_submission,outputs\current_6352_53_stack\base_submission\task148.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task149,base_submission,outputs\current_6352_53_stack\base_submission\task149.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task150,base_submission,outputs\current_6352_53_stack\base_submission\task150.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task151,base_submission,outputs\current_6352_53_stack\base_submission\task151.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task152,base_submission,outputs\current_6352_53_stack\base_submission\task152.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task153,base_submission,outputs\current_6352_53_stack\base_submission\task153.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task154,base_submission,outputs\current_6352_53_stack\base_submission\task154.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task155,base_submission,outputs\current_6352_53_stack\base_submission\task155.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task156,base_submission,outputs\current_6352_53_stack\base_submission\task156.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task157,base_submission,outputs\current_6352_53_stack\base_submission\task157.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task158,base_submission,outputs\current_6352_53_stack\base_submission\task158.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
