task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,removed_unused_initializers,deduplicated_initializers
task331,outputs\reference_6275_flat\task331.onnx,outputs\candidates\ref6275_deduplicated\task331_DeduplicateInitializers.onnx,4550,4550,0,3836,3836,0,2,2,0,0
task332,outputs\reference_6275_flat\task332.onnx,outputs\candidates\ref6275_deduplicated\task332_DeduplicateInitializers.onnx,527,527,0,2514,2514,0,17,17,0,0
task333,outputs\reference_6275_flat\task333.onnx,outputs\candidates\ref6275_deduplicated\task333_DeduplicateInitializers.onnx,393,393,0,4379,4379,0,19,19,0,0
task334,outputs\reference_6275_flat\task334.onnx,outputs\candidates\ref6275_deduplicated\task334_DeduplicateInitializers.onnx,165,165,0,889,889,0,5,5,0,0
task335,outputs\reference_6275_flat\task335.onnx,outputs\candidates\ref6275_deduplicated\task335_DeduplicateInitializers.onnx,477,477,0,3440,3440,0,11,11,0,0
task336,outputs\reference_6275_flat\task336.onnx,outputs\candidates\ref6275_deduplicated\task336_DeduplicateInitializers.onnx,505,505,0,5276,5276,0,12,12,0,0
task337,outputs\reference_6275_flat\task337.onnx,outputs\candidates\ref6275_deduplicated\task337_DeduplicateInitializers.onnx,90,90,0,159,159,0,1,1,0,0
task338,outputs\reference_6275_flat\task338.onnx,outputs\candidates\ref6275_deduplicated\task338_DeduplicateInitializers.onnx,6426,6426,0,8884,8884,0,9,9,0,0
task339,outputs\reference_6275_flat\task339.onnx,outputs\candidates\ref6275_deduplicated\task339_DeduplicateInitializers.onnx,468,468,0,1588,1588,0,11,11,0,0
task340,outputs\reference_6275_flat\task340.onnx,outputs\candidates\ref6275_deduplicated\task340_DeduplicateInitializers.onnx,696,696,0,4147,4147,0,25,25,0,0
task341,outputs\reference_6275_flat\task341.onnx,outputs\candidates\ref6275_deduplicated\task341_DeduplicateInitializers.onnx,2523,2523,0,8743,8743,0,52,52,0,0
task342,outputs\reference_6275_flat\task342.onnx,outputs\candidates\ref6275_deduplicated\task342_DeduplicateInitializers.onnx,284,284,0,2836,2836,0,16,16,0,0
task343,outputs\reference_6275_flat\task343.onnx,outputs\candidates\ref6275_deduplicated\task343_DeduplicateInitializers.onnx,2592,2592,0,10429,10429,0,15,15,0,0
task344,outputs\reference_6275_flat\task344.onnx,outputs\candidates\ref6275_deduplicated\task344_DeduplicateInitializers.onnx,12550,12550,0,10236,10236,0,2,2,0,0
task345,outputs\reference_6275_flat\task345.onnx,outputs\candidates\ref6275_deduplicated\task345_DeduplicateInitializers.onnx,5898,5898,0,10079,10079,0,23,23,0,0
task346,outputs\reference_6275_flat\task346.onnx,outputs\candidates\ref6275_deduplicated\task346_DeduplicateInitializers.onnx,191,191,0,1781,1781,0,9,9,0,0
task347,outputs\reference_6275_flat\task347.onnx,outputs\candidates\ref6275_deduplicated\task347_DeduplicateInitializers.onnx,0,0,0,1234,1234,0,0,0,0,0
task348,outputs\reference_6275_flat\task348.onnx,outputs\candidates\ref6275_deduplicated\task348_DeduplicateInitializers.onnx,463,463,0,1950,1950,0,12,12,0,0
task349,outputs\reference_6275_flat\task349.onnx,outputs\candidates\ref6275_deduplicated\task349_DeduplicateInitializers.onnx,9921,9921,0,8427,8427,0,10,10,0,0
task350,outputs\reference_6275_flat\task350.onnx,outputs\candidates\ref6275_deduplicated\task350_DeduplicateInitializers.onnx,230,230,0,1984,1984,0,6,6,0,0
task351,outputs\reference_6275_flat\task351.onnx,outputs\candidates\ref6275_deduplicated\task351_DeduplicateInitializers.onnx,354,354,0,3049,3049,0,7,7,0,0
task352,outputs\reference_6275_flat\task352.onnx,outputs\candidates\ref6275_deduplicated\task352_DeduplicateInitializers.onnx,234,234,0,1398,1398,0,7,7,0,0
task353,outputs\reference_6275_flat\task353.onnx,outputs\candidates\ref6275_deduplicated\task353_DeduplicateInitializers.onnx,745,745,0,3244,3244,0,13,13,0,0
task354,outputs\reference_6275_flat\task354.onnx,outputs\candidates\ref6275_deduplicated\task354_DeduplicateInitializers.onnx,612,612,0,2710,2710,0,15,15,0,0
task355,outputs\reference_6275_flat\task355.onnx,outputs\candidates\ref6275_deduplicated\task355_DeduplicateInitializers.onnx,437,437,0,3971,3971,0,12,12,0,0
task356,outputs\reference_6275_flat\task356.onnx,outputs\candidates\ref6275_deduplicated\task356_DeduplicateInitializers.onnx,389,389,0,2324,2324,0,9,9,0,0
task357,outputs\reference_6275_flat\task357.onnx,outputs\candidates\ref6275_deduplicated\task357_DeduplicateInitializers.onnx,257,257,0,1767,1767,0,12,12,0,0
task358,outputs\reference_6275_flat\task358.onnx,outputs\candidates\ref6275_deduplicated\task358_DeduplicateInitializers.onnx,1203,1203,0,6541,6541,0,34,34,0,0
task359,outputs\reference_6275_flat\task359.onnx,outputs\candidates\ref6275_deduplicated\task359_DeduplicateInitializers.onnx,117,117,0,1184,1184,0,4,4,0,0
task360,outputs\reference_6275_flat\task360.onnx,outputs\candidates\ref6275_deduplicated\task360_DeduplicateInitializers.onnx,228,228,0,1168,1168,0,13,13,0,0
task361,outputs\reference_6275_flat\task361.onnx,outputs\candidates\ref6275_deduplicated\task361_DeduplicateInitializers.onnx,2332,2332,0,6846,6846,0,19,19,0,0
task362,outputs\reference_6275_flat\task362.onnx,outputs\candidates\ref6275_deduplicated\task362_DeduplicateInitializers.onnx,261,261,0,1696,1696,0,11,11,0,0
task363,outputs\reference_6275_flat\task363.onnx,outputs\candidates\ref6275_deduplicated\task363_DeduplicateInitializers.onnx,1014,1014,0,5425,5425,0,20,20,0,0
task364,outputs\reference_6275_flat\task364.onnx,outputs\candidates\ref6275_deduplicated\task364_DeduplicateInitializers.onnx,5120,5120,0,10636,10636,0,23,23,0,0
task365,outputs\reference_6275_flat\task365.onnx,outputs\candidates\ref6275_deduplicated\task365_DeduplicateInitializers.onnx,627,627,0,16991,16991,0,12,12,0,0
task366,outputs\reference_6275_flat\task366.onnx,outputs\candidates\ref6275_deduplicated\task366_DeduplicateInitializers.onnx,13979,13979,0,84301,84301,0,42,42,0,0
task367,outputs\reference_6275_flat\task367.onnx,outputs\candidates\ref6275_deduplicated\task367_DeduplicateInitializers.onnx,717,717,0,6278,6278,0,26,26,0,0
task368,outputs\reference_6275_flat\task368.onnx,outputs\candidates\ref6275_deduplicated\task368_DeduplicateInitializers.onnx,429,429,0,8950,8950,0,32,32,0,0
task369,outputs\reference_6275_flat\task369.onnx,outputs\candidates\ref6275_deduplicated\task369_DeduplicateInitializers.onnx,498,498,0,3315,3315,0,11,11,0,0
task370,outputs\reference_6275_flat\task370.onnx,outputs\candidates\ref6275_deduplicated\task370_DeduplicateInitializers.onnx,813,813,0,15444,15444,0,27,27,0,0
task371,outputs\reference_6275_flat\task371.onnx,outputs\candidates\ref6275_deduplicated\task371_DeduplicateInitializers.onnx,1333,1333,0,3031,3031,0,12,12,0,0
task372,outputs\reference_6275_flat\task372.onnx,outputs\candidates\ref6275_deduplicated\task372_DeduplicateInitializers.onnx,108,108,0,664,664,0,7,7,0,0
task373,outputs\reference_6275_flat\task373.onnx,outputs\candidates\ref6275_deduplicated\task373_DeduplicateInitializers.onnx,36,36,0,581,581,0,1,1,0,0
task374,outputs\reference_6275_flat\task374.onnx,outputs\candidates\ref6275_deduplicated\task374_DeduplicateInitializers.onnx,588,588,0,5300,5300,0,13,13,0,0
task375,outputs\reference_6275_flat\task375.onnx,outputs\candidates\ref6275_deduplicated\task375_DeduplicateInitializers.onnx,367,367,0,2214,2214,0,12,12,0,0
task376,outputs\reference_6275_flat\task376.onnx,outputs\candidates\ref6275_deduplicated\task376_DeduplicateInitializers.onnx,536,536,0,4045,4045,0,15,15,0,0
task377,outputs\reference_6275_flat\task377.onnx,outputs\candidates\ref6275_deduplicated\task377_DeduplicateInitializers.onnx,452,452,0,18685,18685,0,13,13,0,0
task378,outputs\reference_6275_flat\task378.onnx,outputs\candidates\ref6275_deduplicated\task378_DeduplicateInitializers.onnx,384,384,0,5481,5481,0,16,16,0,0
task379,outputs\reference_6275_flat\task379.onnx,outputs\candidates\ref6275_deduplicated\task379_DeduplicateInitializers.onnx,5364,5364,0,13402,13402,0,29,29,0,0
task380,outputs\reference_6275_flat\task380.onnx,outputs\candidates\ref6275_deduplicated\task380_DeduplicateInitializers.onnx,72,72,0,396,396,0,4,4,0,0
task381,outputs\reference_6275_flat\task381.onnx,outputs\candidates\ref6275_deduplicated\task381_DeduplicateInitializers.onnx,400,400,0,2035,2035,0,6,6,0,0
task382,outputs\reference_6275_flat\task382.onnx,outputs\candidates\ref6275_deduplicated\task382_DeduplicateInitializers.onnx,3006,3006,0,19127,19127,0,72,72,0,0
task383,outputs\reference_6275_flat\task383.onnx,outputs\candidates\ref6275_deduplicated\task383_DeduplicateInitializers.onnx,105,105,0,3193,3193,0,10,10,0,0
task384,outputs\reference_6275_flat\task384.onnx,outputs\candidates\ref6275_deduplicated\task384_DeduplicateInitializers.onnx,954,954,0,4308,4308,0,13,13,0,0
task385,outputs\reference_6275_flat\task385.onnx,outputs\candidates\ref6275_deduplicated\task385_DeduplicateInitializers.onnx,270,270,0,175,175,0,1,1,0,0
task386,outputs\reference_6275_flat\task386.onnx,outputs\candidates\ref6275_deduplicated\task386_DeduplicateInitializers.onnx,0,0,0,1334,1334,0,0,0,0,0
task387,outputs\reference_6275_flat\task387.onnx,outputs\candidates\ref6275_deduplicated\task387_DeduplicateInitializers.onnx,498,498,0,12388,12388,0,25,25,0,0
task388,outputs\reference_6275_flat\task388.onnx,outputs\candidates\ref6275_deduplicated\task388_DeduplicateInitializers.onnx,1512,1512,0,6536,6536,0,32,32,0,0
task389,outputs\reference_6275_flat\task389.onnx,outputs\candidates\ref6275_deduplicated\task389_DeduplicateInitializers.onnx,250,250,0,1421,1421,0,9,9,0,0
task390,outputs\reference_6275_flat\task390.onnx,outputs\candidates\ref6275_deduplicated\task390_DeduplicateInitializers.onnx,3123,3123,0,5953,5953,0,10,10,0,0
task391,outputs\reference_6275_flat\task391.onnx,outputs\candidates\ref6275_deduplicated\task391_DeduplicateInitializers.onnx,245,245,0,2841,2841,0,12,12,0,0
task392,outputs\reference_6275_flat\task392.onnx,outputs\candidates\ref6275_deduplicated\task392_DeduplicateInitializers.onnx,7389,7389,0,9738,9738,0,32,32,0,0
task393,outputs\reference_6275_flat\task393.onnx,outputs\candidates\ref6275_deduplicated\task393_DeduplicateInitializers.onnx,63,63,0,1538,1538,0,8,8,0,0
task394,outputs\reference_6275_flat\task394.onnx,outputs\candidates\ref6275_deduplicated\task394_DeduplicateInitializers.onnx,309,309,0,3787,3787,0,14,14,0,0
task395,outputs\reference_6275_flat\task395.onnx,outputs\candidates\ref6275_deduplicated\task395_DeduplicateInitializers.onnx,297,297,0,1179,1179,0,10,10,0,0
task396,outputs\reference_6275_flat\task396.onnx,outputs\candidates\ref6275_deduplicated\task396_DeduplicateInitializers.onnx,25442,25442,0,26549,26549,0,20,20,0,0
task397,outputs\reference_6275_flat\task397.onnx,outputs\candidates\ref6275_deduplicated\task397_DeduplicateInitializers.onnx,471,471,0,7195,7195,0,29,29,0,0
task398,outputs\reference_6275_flat\task398.onnx,outputs\candidates\ref6275_deduplicated\task398_DeduplicateInitializers.onnx,6714,6714,0,8682,8682,0,26,26,0,0
task399,outputs\reference_6275_flat\task399.onnx,outputs\candidates\ref6275_deduplicated\task399_DeduplicateInitializers.onnx,2144,2144,0,1907,1907,0,4,4,0,0
task400,outputs\reference_6275_flat\task400.onnx,outputs\candidates\ref6275_deduplicated\task400_DeduplicateInitializers.onnx,345,345,0,3021,3021,0,6,6,0,0
