task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,removed_unused_initializers,deduplicated_initializers
task320,outputs\current_6349_78_stack\overrides\task320.onnx,outputs\candidates\dedup_6349_78\task320_DeduplicateInitializers.onnx,485,485,0,1258,1258,0,13,13,0,0
task321,outputs\current_6349_78_stack\overrides\task321.onnx,outputs\candidates\dedup_6349_78\task321_DeduplicateInitializers.onnx,189,189,0,2349,2349,0,10,10,0,0
task322,outputs\current_6349_78_stack\overrides\task322.onnx,outputs\candidates\dedup_6349_78\task322_DeduplicateInitializers.onnx,2550,2550,0,2222,2222,0,2,2,0,0
task323,outputs\current_6349_78_stack\overrides\task323.onnx,outputs\candidates\dedup_6349_78\task323_DeduplicateInitializers.onnx,2055,2055,0,2479,2479,0,5,5,0,0
task324,outputs\current_6349_78_stack\overrides\task324.onnx,outputs\candidates\dedup_6349_78\task324_DeduplicateInitializers.onnx,4658,4658,0,7375,7375,0,13,13,0,0
task325,outputs\current_6349_78_stack\overrides\task325.onnx,outputs\candidates\dedup_6349_78\task325_DeduplicateInitializers.onnx,3996,3996,0,5072,5072,0,22,22,0,0
task326,outputs\current_6349_78_stack\overrides\task326.onnx,outputs\candidates\dedup_6349_78\task326_DeduplicateInitializers.onnx,0,0,0,251,251,0,0,0,0,0
task327,outputs\current_6349_78_stack\overrides\task327.onnx,outputs\candidates\dedup_6349_78\task327_DeduplicateInitializers.onnx,126,126,0,2321,2321,0,8,8,0,0
task328,outputs\current_6349_78_stack\overrides\task328.onnx,outputs\candidates\dedup_6349_78\task328_DeduplicateInitializers.onnx,9012,9012,0,10833,10833,0,25,25,0,0
task329,outputs\current_6349_78_stack\overrides\task329.onnx,outputs\candidates\dedup_6349_78\task329_DeduplicateInitializers.onnx,282,282,0,1652,1652,0,10,10,0,0
task330,outputs\current_6349_78_stack\overrides\task330.onnx,outputs\candidates\dedup_6349_78\task330_DeduplicateInitializers.onnx,5579,5579,0,7080,7080,0,13,13,0,0
task331,outputs\current_6349_78_stack\overrides\task331.onnx,outputs\candidates\dedup_6349_78\task331_DeduplicateInitializers.onnx,4550,4550,0,3836,3836,0,2,2,0,0
task332,outputs\current_6349_78_stack\overrides\task332.onnx,outputs\candidates\dedup_6349_78\task332_DeduplicateInitializers.onnx,905,905,0,3685,3685,0,17,17,0,0
task333,outputs\current_6349_78_stack\overrides\task333.onnx,outputs\candidates\dedup_6349_78\task333_DeduplicateInitializers.onnx,821,821,0,3323,3323,0,21,21,0,0
task334,outputs\current_6349_78_stack\overrides\task334.onnx,outputs\candidates\dedup_6349_78\task334_DeduplicateInitializers.onnx,165,165,0,889,889,0,5,5,0,0
task335,outputs\current_6349_78_stack\overrides\task335.onnx,outputs\candidates\dedup_6349_78\task335_DeduplicateInitializers.onnx,477,477,0,3440,3440,0,11,11,0,0
task336,outputs\current_6349_78_stack\overrides\task336.onnx,outputs\candidates\dedup_6349_78\task336_DeduplicateInitializers.onnx,1640,1640,0,6455,6455,0,35,35,0,0
task337,outputs\current_6349_78_stack\overrides\task337.onnx,outputs\candidates\dedup_6349_78\task337_DeduplicateInitializers.onnx,90,90,0,159,159,0,1,1,0,0
task338,outputs\current_6349_78_stack\overrides\task338.onnx,outputs\candidates\dedup_6349_78\task338_DeduplicateInitializers.onnx,6426,6426,0,8884,8884,0,9,9,0,0
task339,outputs\current_6349_78_stack\overrides\task339.onnx,outputs\candidates\dedup_6349_78\task339_DeduplicateInitializers.onnx,468,468,0,1588,1588,0,11,11,0,0
task340,outputs\current_6349_78_stack\overrides\task340.onnx,outputs\candidates\dedup_6349_78\task340_DeduplicateInitializers.onnx,692,692,0,4098,4098,0,25,25,0,0
task341,outputs\current_6349_78_stack\overrides\task341.onnx,outputs\candidates\dedup_6349_78\task341_DeduplicateInitializers.onnx,2523,2523,0,12100,12100,0,52,52,0,0
task342,outputs\current_6349_78_stack\overrides\task342.onnx,outputs\candidates\dedup_6349_78\task342_DeduplicateInitializers.onnx,284,284,0,2836,2836,0,16,16,0,0
task343,outputs\current_6349_78_stack\overrides\task343.onnx,outputs\candidates\dedup_6349_78\task343_DeduplicateInitializers.onnx,1992,1992,0,6403,6403,0,15,15,0,0
task344,outputs\current_6349_78_stack\overrides\task344.onnx,outputs\candidates\dedup_6349_78\task344_DeduplicateInitializers.onnx,4550,4550,0,3851,3851,0,2,2,0,0
task345,outputs\current_6349_78_stack\overrides\task345.onnx,outputs\candidates\dedup_6349_78\task345_DeduplicateInitializers.onnx,5898,5898,0,10079,10079,0,23,23,0,0
task346,outputs\current_6349_78_stack\overrides\task346.onnx,outputs\candidates\dedup_6349_78\task346_DeduplicateInitializers.onnx,191,191,0,1781,1781,0,9,9,0,0
task347,outputs\current_6349_78_stack\overrides\task347.onnx,outputs\candidates\dedup_6349_78\task347_DeduplicateInitializers.onnx,235,235,0,1132,1132,0,6,6,0,0
task348,outputs\current_6349_78_stack\overrides\task348.onnx,outputs\candidates\dedup_6349_78\task348_DeduplicateInitializers.onnx,463,463,0,1950,1950,0,12,12,0,0
task349,outputs\current_6349_78_stack\overrides\task349.onnx,outputs\candidates\dedup_6349_78\task349_DeduplicateInitializers.onnx,9921,9921,0,8427,8427,0,10,10,0,0
task350,outputs\current_6349_78_stack\overrides\task350.onnx,outputs\candidates\dedup_6349_78\task350_DeduplicateInitializers.onnx,230,230,0,1984,1984,0,6,6,0,0
task351,outputs\current_6349_78_stack\overrides\task351.onnx,outputs\candidates\dedup_6349_78\task351_DeduplicateInitializers.onnx,354,354,0,3049,3049,0,7,7,0,0
task352,outputs\current_6349_78_stack\overrides\task352.onnx,outputs\candidates\dedup_6349_78\task352_DeduplicateInitializers.onnx,4550,4550,0,3851,3851,0,2,2,0,0
task353,outputs\current_6349_78_stack\overrides\task353.onnx,outputs\candidates\dedup_6349_78\task353_DeduplicateInitializers.onnx,745,745,0,3244,3244,0,13,13,0,0
task354,outputs\current_6349_78_stack\overrides\task354.onnx,outputs\candidates\dedup_6349_78\task354_DeduplicateInitializers.onnx,612,612,0,2710,2710,0,15,15,0,0
task355,outputs\current_6349_78_stack\overrides\task355.onnx,outputs\candidates\dedup_6349_78\task355_DeduplicateInitializers.onnx,437,437,0,3971,3971,0,12,12,0,0
task356,outputs\current_6349_78_stack\overrides\task356.onnx,outputs\candidates\dedup_6349_78\task356_DeduplicateInitializers.onnx,389,389,0,2324,2324,0,9,9,0,0
task357,outputs\current_6349_78_stack\overrides\task357.onnx,outputs\candidates\dedup_6349_78\task357_DeduplicateInitializers.onnx,257,257,0,1767,1767,0,12,12,0,0
task358,outputs\current_6349_78_stack\overrides\task358.onnx,outputs\candidates\dedup_6349_78\task358_DeduplicateInitializers.onnx,1121,1112,-9,3861,3841,-20,20,19,1,0
task359,outputs\current_6349_78_stack\overrides\task359.onnx,outputs\candidates\dedup_6349_78\task359_DeduplicateInitializers.onnx,117,117,0,1305,1305,0,4,4,0,0
task360,outputs\current_6349_78_stack\overrides\task360.onnx,outputs\candidates\dedup_6349_78\task360_DeduplicateInitializers.onnx,228,228,0,1753,1753,0,13,13,0,0
task361,outputs\current_6349_78_stack\overrides\task361.onnx,outputs\candidates\dedup_6349_78\task361_DeduplicateInitializers.onnx,1493,1493,0,4414,4414,0,20,20,0,0
task362,outputs\current_6349_78_stack\overrides\task362.onnx,outputs\candidates\dedup_6349_78\task362_DeduplicateInitializers.onnx,261,261,0,1696,1696,0,11,11,0,0
task363,outputs\current_6349_78_stack\overrides\task363.onnx,outputs\candidates\dedup_6349_78\task363_DeduplicateInitializers.onnx,4966,4966,0,5984,5984,0,16,16,0,0
task364,outputs\current_6349_78_stack\overrides\task364.onnx,outputs\candidates\dedup_6349_78\task364_DeduplicateInitializers.onnx,5120,5120,0,10636,10636,0,23,23,0,0
task365,outputs\current_6349_78_stack\overrides\task365.onnx,outputs\candidates\dedup_6349_78\task365_DeduplicateInitializers.onnx,356,356,0,9873,9873,0,17,17,0,0
task366,outputs\current_6349_78_stack\overrides\task366.onnx,outputs\candidates\dedup_6349_78\task366_DeduplicateInitializers.onnx,7959,7959,0,26447,26447,0,43,43,0,0
task367,outputs\current_6349_78_stack\overrides\task367.onnx,outputs\candidates\dedup_6349_78\task367_DeduplicateInitializers.onnx,722,722,0,6300,6300,0,27,27,0,0
task368,outputs\current_6349_78_stack\overrides\task368.onnx,outputs\candidates\dedup_6349_78\task368_DeduplicateInitializers.onnx,540,540,0,3406,3406,0,25,25,0,0
task369,outputs\current_6349_78_stack\overrides\task369.onnx,outputs\candidates\dedup_6349_78\task369_DeduplicateInitializers.onnx,498,498,0,3315,3315,0,11,11,0,0
task370,outputs\current_6349_78_stack\overrides\task370.onnx,outputs\candidates\dedup_6349_78\task370_DeduplicateInitializers.onnx,14579,14579,0,41995,41995,0,54,54,0,0
task371,outputs\current_6349_78_stack\overrides\task371.onnx,outputs\candidates\dedup_6349_78\task371_DeduplicateInitializers.onnx,1333,1333,0,3031,3031,0,12,12,0,0
task372,outputs\current_6349_78_stack\overrides\task372.onnx,outputs\candidates\dedup_6349_78\task372_DeduplicateInitializers.onnx,111,111,0,644,644,0,8,8,0,0
task373,outputs\current_6349_78_stack\overrides\task373.onnx,outputs\candidates\dedup_6349_78\task373_DeduplicateInitializers.onnx,197,197,0,509,509,0,3,3,0,0
task374,outputs\current_6349_78_stack\overrides\task374.onnx,outputs\candidates\dedup_6349_78\task374_DeduplicateInitializers.onnx,588,588,0,5300,5300,0,13,13,0,0
task375,outputs\current_6349_78_stack\overrides\task375.onnx,outputs\candidates\dedup_6349_78\task375_DeduplicateInitializers.onnx,476,476,0,2267,2267,0,10,10,0,0
task376,outputs\current_6349_78_stack\overrides\task376.onnx,outputs\candidates\dedup_6349_78\task376_DeduplicateInitializers.onnx,536,536,0,4045,4045,0,15,15,0,0
task377,outputs\current_6349_78_stack\overrides\task377.onnx,outputs\candidates\dedup_6349_78\task377_DeduplicateInitializers.onnx,4672,4672,0,10778,10778,0,14,14,0,0
task378,outputs\current_6349_78_stack\overrides\task378.onnx,outputs\candidates\dedup_6349_78\task378_DeduplicateInitializers.onnx,384,384,0,5481,5481,0,16,16,0,0
task379,outputs\current_6349_78_stack\overrides\task379.onnx,outputs\candidates\dedup_6349_78\task379_DeduplicateInitializers.onnx,5364,5364,0,13402,13402,0,29,29,0,0
task380,outputs\current_6349_78_stack\overrides\task380.onnx,outputs\candidates\dedup_6349_78\task380_DeduplicateInitializers.onnx,72,72,0,396,396,0,4,4,0,0
task381,outputs\current_6349_78_stack\overrides\task381.onnx,outputs\candidates\dedup_6349_78\task381_DeduplicateInitializers.onnx,544,544,0,2624,2624,0,9,9,0,0
task382,outputs\current_6349_78_stack\overrides\task382.onnx,outputs\candidates\dedup_6349_78\task382_DeduplicateInitializers.onnx,538,538,0,6786,6786,0,23,23,0,0
task383,outputs\current_6349_78_stack\overrides\task383.onnx,outputs\candidates\dedup_6349_78\task383_DeduplicateInitializers.onnx,3446,3446,0,7327,7327,0,24,24,0,0
task384,outputs\current_6349_78_stack\overrides\task384.onnx,outputs\candidates\dedup_6349_78\task384_DeduplicateInitializers.onnx,954,954,0,3341,3341,0,13,13,0,0
task385,outputs\current_6349_78_stack\overrides\task385.onnx,outputs\candidates\dedup_6349_78\task385_DeduplicateInitializers.onnx,270,270,0,175,175,0,1,1,0,0
task386,outputs\current_6349_78_stack\overrides\task386.onnx,outputs\candidates\dedup_6349_78\task386_DeduplicateInitializers.onnx,235,235,0,1175,1175,0,6,6,0,0
task387,outputs\current_6349_78_stack\overrides\task387.onnx,outputs\candidates\dedup_6349_78\task387_DeduplicateInitializers.onnx,168,168,0,3910,3910,0,10,10,0,0
task388,outputs\current_6349_78_stack\overrides\task388.onnx,outputs\candidates\dedup_6349_78\task388_DeduplicateInitializers.onnx,1512,1512,0,6536,6536,0,32,32,0,0
task389,outputs\current_6349_78_stack\overrides\task389.onnx,outputs\candidates\dedup_6349_78\task389_DeduplicateInitializers.onnx,7550,7550,0,6222,6222,0,2,2,0,0
task390,outputs\current_6349_78_stack\overrides\task390.onnx,outputs\candidates\dedup_6349_78\task390_DeduplicateInitializers.onnx,3123,3123,0,5953,5953,0,10,10,0,0
task391,outputs\current_6349_78_stack\overrides\task391.onnx,outputs\candidates\dedup_6349_78\task391_DeduplicateInitializers.onnx,245,245,0,2841,2841,0,12,12,0,0
task392,outputs\current_6349_78_stack\overrides\task392.onnx,outputs\candidates\dedup_6349_78\task392_DeduplicateInitializers.onnx,7488,7488,0,8330,8330,0,35,35,0,0
task393,outputs\current_6349_78_stack\overrides\task393.onnx,outputs\candidates\dedup_6349_78\task393_DeduplicateInitializers.onnx,63,63,0,1610,1610,0,8,8,0,0
task394,outputs\current_6349_78_stack\overrides\task394.onnx,outputs\candidates\dedup_6349_78\task394_DeduplicateInitializers.onnx,309,309,0,3787,3787,0,14,14,0,0
task395,outputs\current_6349_78_stack\overrides\task395.onnx,outputs\candidates\dedup_6349_78\task395_DeduplicateInitializers.onnx,235,235,0,1175,1175,0,6,6,0,0
task396,outputs\current_6349_78_stack\overrides\task396.onnx,outputs\candidates\dedup_6349_78\task396_DeduplicateInitializers.onnx,3824,3824,0,9316,9316,0,39,39,0,0
task397,outputs\current_6349_78_stack\overrides\task397.onnx,outputs\candidates\dedup_6349_78\task397_DeduplicateInitializers.onnx,399,399,0,6856,6856,0,28,28,0,0
task398,outputs\current_6349_78_stack\overrides\task398.onnx,outputs\candidates\dedup_6349_78\task398_DeduplicateInitializers.onnx,6714,6714,0,8682,8682,0,26,26,0,0
task399,outputs\current_6349_78_stack\overrides\task399.onnx,outputs\candidates\dedup_6349_78\task399_DeduplicateInitializers.onnx,1360,1360,0,1744,1744,0,3,3,0,0
task400,outputs\current_6349_78_stack\overrides\task400.onnx,outputs\candidates\dedup_6349_78\task400_DeduplicateInitializers.onnx,345,345,0,3021,3021,0,6,6,0,0
