task_id,selected_source,selected_model_path,selected_estimated_cost,selected_file_size_bytes,ref6275_valid,ref6275_estimated_cost,ref6275_file_size_bytes,ref6275_failure_reason,ref6348_base_valid,ref6348_base_estimated_cost,ref6348_base_file_size_bytes,ref6348_base_failure_reason,ref6348_overrides_valid,ref6348_overrides_estimated_cost,ref6348_overrides_file_size_bytes,ref6348_overrides_failure_reason,best_6348_source,best_6348_estimated_cost,cost_delta_6275_minus_best_6348
task322,ref6275,outputs\reference_6275_flat\task322.onnx,0,539,True,0,539,,True,185,1194,,True,2550,2222,,ref6348_base,185,-185
task323,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task323.onnx,2055,2479,True,2055,2479,,True,2999,11252,,True,2055,2479,,ref6348_overrides,2055,0
task324,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task324.onnx,4658,7375,True,5310,6861,,True,20090,30635,,True,4658,7375,,ref6348_overrides,4658,652
task325,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task325.onnx,3996,5072,True,3996,5072,,True,3996,5072,,True,3996,5072,,ref6348_overrides,3996,0
task326,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task326.onnx,0,251,True,0,251,,True,54,388,,True,0,251,,ref6348_overrides,0,0
task327,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task327.onnx,126,2321,True,126,2321,,True,200,2235,,True,126,2321,,ref6348_overrides,126,0
task328,ref6275,outputs\reference_6275_flat\task328.onnx,2532,10607,True,2532,10607,,True,9300,16269,,True,9012,10833,,ref6348_overrides,9012,-6480
task329,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task329.onnx,282,1652,True,282,1652,,True,326,2361,,True,282,1652,,ref6348_overrides,282,0
task330,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task330.onnx,5579,7080,True,5579,7080,,True,7498,7543,,True,5579,7080,,ref6348_overrides,5579,0
task331,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task331.onnx,4550,3836,True,4550,3836,,True,4550,3836,,True,4550,3836,,ref6348_overrides,4550,0
task332,ref6275,outputs\reference_6275_flat\task332.onnx,527,2514,True,527,2514,,True,1398,4135,,True,905,3685,,ref6348_overrides,905,-378
task333,ref6348_base,outputs\reference_6348_56_stack\base_submission\task333.onnx,393,4379,True,393,4379,,True,393,4379,,True,821,3323,,ref6348_base,393,0
task334,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task334.onnx,165,889,True,165,889,,True,1553,2063,,True,165,889,,ref6348_overrides,165,0
task335,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task335.onnx,477,3440,True,477,3440,,True,694,3914,,True,477,3440,,ref6348_overrides,477,0
task336,ref6348_base,outputs\reference_6348_56_stack\base_submission\task336.onnx,505,5276,True,505,5276,,True,505,5276,,True,1640,6455,,ref6348_base,505,0
task337,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task337.onnx,90,159,True,90,159,,True,90,159,,True,90,159,,ref6348_overrides,90,0
task338,ref6348_base,outputs\reference_6348_56_stack\base_submission\task338.onnx,3335,5846,True,6426,8884,,True,3335,5846,,True,6426,8884,,ref6348_base,3335,3091
task339,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task339.onnx,468,1588,True,468,1588,,True,636,2038,,True,468,1588,,ref6348_overrides,468,0
task340,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task340.onnx,692,4098,True,696,4147,,True,949,6593,,True,692,4098,,ref6348_overrides,692,4
task341,ref6275,outputs\reference_6275_flat\task341.onnx,2523,8743,True,2523,8743,,True,2549,11979,,True,2523,12100,,ref6348_overrides,2523,0
task342,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task342.onnx,284,2836,True,284,2836,,True,1258,4815,,True,284,2836,,ref6348_overrides,284,0
task343,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task343.onnx,1992,6403,True,2592,10429,,True,2597,7569,,True,1992,6403,,ref6348_overrides,1992,600
task344,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task344.onnx,4550,3851,True,12550,10236,,True,12550,10236,,True,4550,3851,,ref6348_overrides,4550,8000
task345,ref6348_base,outputs\reference_6348_56_stack\base_submission\task345.onnx,4741,6721,True,5898,10079,,True,4741,6721,,True,5898,10079,,ref6348_base,4741,1157
task346,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task346.onnx,191,1781,True,191,1781,,True,641,2236,,True,191,1781,,ref6348_overrides,191,0
task347,ref6275,outputs\reference_6275_flat\task347.onnx,0,1234,True,0,1234,,True,339,1369,,True,235,1132,,ref6348_overrides,235,-235
task348,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task348.onnx,463,1950,True,463,1950,,True,463,3000,,True,463,1950,,ref6348_overrides,463,0
task349,ref6348_base,outputs\reference_6348_56_stack\base_submission\task349.onnx,258,8755,True,9921,8427,,True,258,8755,,True,9921,8427,,ref6348_base,258,9663
task350,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task350.onnx,230,1984,True,230,1984,,True,1473,2670,,True,230,1984,,ref6348_overrides,230,0
task351,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task351.onnx,354,3049,True,354,3049,,True,354,3049,,True,354,3049,,ref6348_overrides,354,0
task352,ref6348_base,outputs\reference_6348_56_stack\base_submission\task352.onnx,234,1398,True,234,1398,,True,234,1398,,True,4550,3851,,ref6348_base,234,0
task353,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task353.onnx,745,3244,True,745,3244,,True,745,3244,,True,745,3244,,ref6348_overrides,745,0
task354,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task354.onnx,612,2710,True,612,2710,,True,1335,4335,,True,612,2710,,ref6348_overrides,612,0
task355,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task355.onnx,437,3971,True,437,3971,,True,1057,4506,,True,437,3971,,ref6348_overrides,437,0
task356,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task356.onnx,389,2324,True,389,2324,,True,394,2344,,True,389,2324,,ref6348_overrides,389,0
task357,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task357.onnx,257,1767,True,257,1767,,True,270,2328,,True,257,1767,,ref6348_overrides,257,0
task358,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task358.onnx,1121,3861,True,1203,6541,,True,1446,10944,,True,1121,3861,,ref6348_overrides,1121,82
task359,ref6275,outputs\reference_6275_flat\task359.onnx,117,1184,True,117,1184,,True,840,3909,,True,117,1305,,ref6348_overrides,117,0
task360,ref6275,outputs\reference_6275_flat\task360.onnx,228,1168,True,228,1168,,True,320,1399,,True,228,1753,,ref6348_overrides,228,0
task361,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task361.onnx,1493,4414,True,2332,6846,,True,2337,6930,,True,1493,4414,,ref6348_overrides,1493,839
task362,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task362.onnx,261,1696,True,261,1696,,True,804,2814,,True,261,1696,,ref6348_overrides,261,0
task363,ref6275,outputs\reference_6275_flat\task363.onnx,1014,5425,True,1014,5425,,True,193941,170389,,True,4966,5984,,ref6348_overrides,4966,-3952
task364,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task364.onnx,5120,10636,True,5120,10636,,True,7997,10890,,True,5120,10636,,ref6348_overrides,5120,0
task365,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task365.onnx,356,9873,True,627,16991,,True,627,17605,,True,356,9873,,ref6348_overrides,356,271
task366,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task366.onnx,7959,26447,True,13979,84301,,True,266691,1269927,,True,7959,26447,,ref6348_overrides,7959,6020
task367,ref6275,outputs\reference_6275_flat\task367.onnx,717,6278,True,717,6278,,True,295949,293653,,True,722,6300,,ref6348_overrides,722,-5
task368,ref6275,outputs\reference_6275_flat\task368.onnx,429,8950,True,429,8950,,True,511,14770,,True,540,3406,,ref6348_base,511,-82
task369,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task369.onnx,498,3315,True,498,3315,,True,2717,4692,,True,498,3315,,ref6348_overrides,498,0
task370,ref6275,outputs\reference_6275_flat\task370.onnx,813,15444,True,813,15444,,True,5221,37248,,True,14579,41995,,ref6348_base,5221,-4408
task371,ref6348_base,outputs\reference_6348_56_stack\base_submission\task371.onnx,557,2475,True,1333,3031,,True,557,2475,,True,1333,3031,,ref6348_base,557,776
task372,ref6275,outputs\reference_6275_flat\task372.onnx,108,664,True,108,664,,True,270,1328,,True,111,644,,ref6348_overrides,111,-3
task373,ref6275,outputs\reference_6275_flat\task373.onnx,36,581,True,36,581,,True,239,988,,True,197,509,,ref6348_overrides,197,-161
task374,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task374.onnx,588,5300,True,588,5300,,True,2091,16450,,True,588,5300,,ref6348_overrides,588,0
task375,ref6348_base,outputs\reference_6348_56_stack\base_submission\task375.onnx,367,2214,True,367,2214,,True,367,2214,,True,476,2267,,ref6348_base,367,0
task376,ref6348_base,outputs\reference_6348_56_stack\base_submission\task376.onnx,343,2344,True,536,4045,,True,343,2344,,True,536,4045,,ref6348_base,343,193
task377,ref6275,outputs\reference_6275_flat\task377.onnx,452,18685,True,452,18685,,True,7019,19220,,True,4672,10778,,ref6348_overrides,4672,-4220
task378,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task378.onnx,384,5481,True,384,5481,,True,2524,10496,,True,384,5481,,ref6348_overrides,384,0
task379,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task379.onnx,5364,13402,True,5364,13402,,True,5370,10260,,True,5364,13402,,ref6348_overrides,5364,0
task380,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task380.onnx,72,396,True,72,396,,True,149,531,,True,72,396,,ref6348_overrides,72,0
task381,ref6275,outputs\reference_6275_flat\task381.onnx,400,2035,True,400,2035,,True,4709,5721,,True,544,2624,,ref6348_overrides,544,-144
task382,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task382.onnx,538,6786,True,3006,19127,,True,54738,65997,,True,538,6786,,ref6348_overrides,538,2468
task383,ref6275,outputs\reference_6275_flat\task383.onnx,105,3193,True,105,3193,,True,2829,6805,,True,3446,7327,,ref6348_base,2829,-2724
task384,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task384.onnx,954,3341,True,954,4308,,True,1215,4542,,True,954,3341,,ref6348_overrides,954,0
task385,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task385.onnx,270,175,True,270,175,,True,270,175,,True,270,175,,ref6348_overrides,270,0
task386,ref6275,outputs\reference_6275_flat\task386.onnx,0,1334,True,0,1334,,True,339,1471,,True,235,1175,,ref6348_overrides,235,-235
task387,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task387.onnx,168,3910,True,498,12388,,True,17344,89870,,True,168,3910,,ref6348_overrides,168,330
task388,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task388.onnx,1512,6536,True,1512,6536,,True,1515,6368,,True,1512,6536,,ref6348_overrides,1512,0
task389,ref6348_base,outputs\reference_6348_56_stack\base_submission\task389.onnx,250,1421,True,250,1421,,True,250,1421,,True,7550,6222,,ref6348_base,250,0
task390,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task390.onnx,3123,5953,True,3123,5953,,True,5249,7851,,True,3123,5953,,ref6348_overrides,3123,0
task391,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task391.onnx,245,2841,True,245,2841,,True,245,2841,,True,245,2841,,ref6348_overrides,245,0
task392,ref6275,outputs\reference_6275_flat\task392.onnx,7389,9738,True,7389,9738,,True,11286,13503,,True,7488,8330,,ref6348_overrides,7488,-99
task393,ref6275,outputs\reference_6275_flat\task393.onnx,63,1538,True,63,1538,,True,245,2433,,True,63,1610,,ref6348_overrides,63,0
task394,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task394.onnx,309,3787,True,309,3787,,True,311,5312,,True,309,3787,,ref6348_overrides,309,0
task395,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task395.onnx,235,1175,True,297,1179,,True,339,1479,,True,235,1175,,ref6348_overrides,235,62
task396,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task396.onnx,3824,9316,True,25442,26549,,True,115080,148123,,True,3824,9316,,ref6348_overrides,3824,21618
task397,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task397.onnx,399,6856,True,471,7195,,True,1099,7101,,True,399,6856,,ref6348_overrides,399,72
task398,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task398.onnx,6714,8682,True,6714,8682,,True,6786,8768,,True,6714,8682,,ref6348_overrides,6714,0
task399,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task399.onnx,1360,1744,True,2144,1907,,True,2144,1907,,True,1360,1744,,ref6348_overrides,1360,784
task400,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task400.onnx,345,3021,True,345,3021,,True,345,3021,,True,345,3021,,ref6348_overrides,345,0
