task_id,lane,source_model_path,output_model_path,source_estimated_cost,output_estimated_cost,estimated_cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_bytes,output_initializer_bytes,initializer_bytes_delta,source_initializer_count,output_initializer_count,changed,removed_dead_nodes,removed_unused_initializers,removed_unused_value_info,deduplicated_initializers,constant_gather_tables_pruned,constant_gather_rows_removed,constant_gather_bytes_removed,checker_passed,forbidden_ops_passed,static_shapes_passed,equivalence_passed,equivalence_inputs_checked,equivalence_max_abs_diff,candidate_valid,failure_reason
task082,overrides,outputs\current_6352_53_stack\overrides\task082.onnx,,392,392,0,1638,1638,0,336,336,0,8,8,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task083,overrides,outputs\current_6352_53_stack\overrides\task083.onnx,,9000,9000,0,7454,7454,0,7200,7200,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task084,overrides,outputs\current_6352_53_stack\overrides\task084.onnx,,499,499,0,2820,2820,0,386,386,0,14,14,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task085,overrides,outputs\current_6352_53_stack\overrides\task085.onnx,,12308,12308,0,17531,17531,0,10208,10208,0,36,36,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task086,overrides,outputs\current_6352_53_stack\overrides\task086.onnx,,689,689,0,3120,3120,0,464,464,0,19,19,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task087,overrides,outputs\current_6352_53_stack\overrides\task087.onnx,,72,72,0,394,394,0,64,64,0,4,4,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task088,overrides,outputs\current_6352_53_stack\overrides\task088.onnx,,668,668,0,4006,4006,0,548,548,0,20,20,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task089,overrides,outputs\current_6352_53_stack\overrides\task089.onnx,,876,876,0,10554,10554,0,778,778,0,24,24,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task090,overrides,outputs\current_6352_53_stack\overrides\task090.onnx,,1818,1818,0,3784,3784,0,1240,1240,0,19,19,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task091,overrides,outputs\current_6352_53_stack\overrides\task091.onnx,,702,702,0,3325,3325,0,624,624,0,14,14,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task092,overrides,outputs\current_6352_53_stack\overrides\task092.onnx,,122,122,0,2577,2577,0,61,61,0,3,3,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task093,overrides,outputs\current_6352_53_stack\overrides\task093.onnx,,354,354,0,6234,6234,0,296,296,0,10,10,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task094,overrides,outputs\current_6352_53_stack\overrides\task094.onnx,,552,552,0,3478,3478,0,440,440,0,11,11,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task095,overrides,outputs\current_6352_53_stack\overrides\task095.onnx,,4500,4500,0,3797,3797,0,3600,3600,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task096,overrides,outputs\current_6352_53_stack\overrides\task096.onnx,,0,0,0,11980,11980,0,0,0,0,0,0,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task097,overrides,outputs\current_6352_53_stack\overrides\task097.onnx,,626,626,0,1475,1475,0,520,520,0,9,9,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task098,overrides,outputs\current_6352_53_stack\overrides\task098.onnx,,4550,4550,0,3836,3836,0,3640,3640,0,2,2,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task099,overrides,outputs\current_6352_53_stack\overrides\task099.onnx,,17550,17550,0,14222,14222,0,14040,14040,0,2,2,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task100,overrides,outputs\current_6352_53_stack\overrides\task100.onnx,,335,335,0,4954,4954,0,292,292,0,14,14,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
